"Disp (mm) " "Load (kN)" "d (raw)" "f (raw)"
3.4199 6.0324 5.2345 6.5397
3.4032 5.9855 5.2178 6.4928
3.3866 5.9368 5.2012 6.4441
3.3699 5.8895 5.1845 6.3968
3.3533 5.8417 5.1679 6.3490
3.3366 5.7933 5.1512 6.3006
3.3199 5.7460 5.1345 6.2533
3.3032 5.6996 5.1178 6.2069
3.2866 5.6528 5.1012 6.1601
3.2699 5.6065 5.0845 6.1138
3.2532 5.5615 5.0678 6.0688
3.2366 5.5136 5.0512 6.0209
3.2200 5.4680 5.0346 5.9753
3.2032 5.4214 5.0178 5.9287
3.1866 5.3748 5.0012 5.8821
3.1699 5.3301 4.9845 5.8374
3.1532 5.2835 4.9678 5.7908
3.1365 5.2379 4.9511 5.7452
3.1199 5.1928 4.9345 5.7001
3.1032 5.1485 4.9178 5.6558
3.0866 5.1050 4.9012 5.6123
3.0699 5.0617 4.8845 5.5690
3.0533 5.0166 4.8679 5.5239
3.0366 4.9737 4.8512 5.4810
3.0199 4.9284 4.8345 5.4357
3.0032 4.8832 4.8178 5.3906
2.9866 4.8404 4.8012 5.3477
2.9699 4.7972 4.7845 5.3045
2.9533 4.7543 4.7679 5.2616
2.9366 4.7120 4.7512 5.2193
2.9199 4.6696 4.7345 5.1769
2.9032 4.6266 4.7178 5.1339
2.8866 4.5845 4.7012 5.0918
2.8699 4.5413 4.6845 5.0486
2.8533 4.4995 4.6679 5.0068
2.8366 4.4579 4.6512 4.9652
2.8200 4.4165 4.6346 4.9238
2.8033 4.3768 4.6179 4.8842
2.7866 4.3349 4.6012 4.8422
2.7700 4.2944 4.5846 4.8017
2.7533 4.2534 4.5679 4.7607
2.7366 4.2110 4.5512 4.7184
2.7199 4.1715 4.5345 4.6788
2.7033 4.1302 4.5179 4.6375
2.6866 4.0896 4.5012 4.5969
2.6699 4.0492 4.4845 4.5565
2.6533 4.0094 4.4679 4.5167
2.6365 3.9706 4.4511 4.4779
2.6199 3.9321 4.4345 4.4394
2.6032 3.8929 4.4178 4.4002
2.5866 3.8551 4.4012 4.3625
2.5699 3.8163 4.3845 4.3236
2.5533 3.7776 4.3679 4.2849
2.5366 3.7397 4.3512 4.2471
2.5199 3.7012 4.3345 4.2085
2.5032 3.6618 4.3178 4.1691
2.4866 3.6255 4.3012 4.1328
2.4699 3.5883 4.2845 4.0956
2.4532 3.5514 4.2678 4.0587
2.4366 3.5153 4.2512 4.0226
2.4200 3.4782 4.2346 3.9855
2.4033 3.4429 4.2179 3.9502
2.3866 3.4050 4.2012 3.9123
2.3699 3.3693 4.1845 3.8766
2.3532 3.3326 4.1678 3.8399
2.3366 3.2960 4.1512 3.8033
2.3199 3.2599 4.1345 3.7672
2.3032 3.2239 4.1178 3.7312
2.2866 3.1883 4.1012 3.6956
2.2699 3.1520 4.0845 3.6593
2.2532 3.1169 4.0678 3.6242
2.2366 3.0810 4.0512 3.5883
2.2199 3.0450 4.0345 3.5523
2.2033 3.0086 4.0179 3.5159
2.1866 2.9733 4.0012 3.4806
2.1699 2.9384 3.9845 3.4457
2.1533 2.9035 3.9679 3.4108
2.1366 2.8674 3.9512 3.3747
2.1199 2.8338 3.9345 3.3411
2.1032 2.7983 3.9178 3.3056
2.0866 2.7638 3.9012 3.2711
2.0699 2.7287 3.8845 3.2360
2.0532 2.6936 3.8678 3.2009
2.0366 2.6599 3.8512 3.1673
2.0200 2.6240 3.8346 3.1313
2.0033 2.5899 3.8179 3.0972
1.9866 2.5564 3.8012 3.0637
1.9699 2.5223 3.7845 3.0296
1.9532 2.4891 3.7678 2.9964
1.9366 2.4558 3.7512 2.9632
1.9199 2.4226 3.7345 2.9299
1.9032 2.3885 3.7178 2.8958
1.8866 2.3558 3.7012 2.8631
1.8700 2.3220 3.6846 2.8293
1.8532 2.2896 3.6678 2.7969
1.8366 2.2559 3.6512 2.7632
1.8199 2.2229 3.6345 2.7303
1.8032 2.1899 3.6178 2.6972
1.7866 2.1572 3.6012 2.6645
1.7699 2.1264 3.5845 2.6337
1.7532 2.0932 3.5678 2.6006
1.7366 2.0608 3.5512 2.5681
1.7199 2.0287 3.5345 2.5360
1.7033 1.9968 3.5179 2.5041
1.6866 1.9649 3.5012 2.4722
1.6699 1.9336 3.4845 2.4409
1.6532 1.9017 3.4678 2.4091
1.6366 1.8706 3.4512 2.3779
1.6199 1.8396 3.4345 2.3469
1.6033 1.8079 3.4179 2.3153
1.5866 1.7777 3.4012 2.2850
1.5700 1.7474 3.3846 2.2547
1.5532 1.7159 3.3678 2.2232
1.5366 1.6859 3.3512 2.1932
1.5198 1.6546 3.3344 2.1619
1.5032 1.6244 3.3178 2.1317
1.4866 1.5949 3.3012 2.1022
1.4700 1.5658 3.2846 2.0731
1.4532 1.5361 3.2678 2.0434
1.4366 1.5078 3.2512 2.0151
1.4199 1.4777 3.2345 1.9850
1.4032 1.4475 3.2178 1.9548
1.3866 1.4186 3.2012 1.9259
1.3699 1.3882 3.1845 1.8955
1.3532 1.3600 3.1678 1.8673
1.3366 1.3312 3.1512 1.8385
1.3199 1.3028 3.1345 1.8101
1.3033 1.2755 3.1179 1.7828
1.2866 1.2476 3.1012 1.7549
1.2700 1.2195 3.0846 1.7268
1.2532 1.1921 3.0678 1.6994
1.2366 1.1632 3.0512 1.6705
1.2199 1.1348 3.0345 1.6421
1.2033 1.1075 3.0179 1.6148
1.1866 1.0805 3.0012 1.5878
1.1700 1.0536 2.9846 1.5609
1.1532 1.0262 2.9678 1.5335
1.1366 0.9979 2.9512 1.5052
1.1199 0.9711 2.9345 1.4784
1.1033 0.9438 2.9179 1.4511
1.0866 0.9175 2.9012 1.4249
1.0700 0.8904 2.8846 1.3977
1.0533 0.8640 2.8679 1.3713
1.0366 0.8375 2.8512 1.3448
1.0199 0.8114 2.8345 1.3187
1.0033 0.7835 2.8179 1.2908
0.9866 0.7577 2.8012 1.2650
0.9700 0.7303 2.7846 1.2376
0.9532 0.7045 2.7678 1.2118
0.9366 0.6778 2.7512 1.1851
0.9200 0.6527 2.7346 1.1600
0.9033 0.6272 2.7179 1.1345
0.8866 0.6011 2.7012 1.1084
0.8699 0.5761 2.6845 1.0834
0.8532 0.5509 2.6678 1.0582
0.8366 0.5256 2.6512 1.0329
0.8199 0.5009 2.6345 1.0082
0.8032 0.4763 2.6178 0.9836
0.7866 0.4521 2.6012 0.9594
0.7699 0.4277 2.5845 0.9350
0.7532 0.4043 2.5678 0.9116
0.7366 0.3804 2.5512 0.8877
0.7199 0.3565 2.5345 0.8638
0.7032 0.3329 2.5178 0.8402
0.6866 0.3100 2.5012 0.8173
0.6699 0.2876 2.4845 0.7950
0.6533 0.2654 2.4679 0.7727
0.6366 0.2444 2.4512 0.7517
0.6199 0.2231 2.4345 0.7304
0.6032 0.2026 2.4178 0.7099
0.5866 0.1829 2.4012 0.6902
0.5699 0.1638 2.3845 0.6711
0.5532 0.1441 2.3678 0.6514
0.5366 0.1247 2.3512 0.6320
0.5199 0.1053 2.3345 0.6126
0.5032 0.0871 2.3178 0.5944
0.4866 0.0702 2.3012 0.5775
0.4699 0.0531 2.2845 0.5604
0.4532 0.0364 2.2678 0.5437
0.4366 0.0201 2.2512 0.5275
0.4199 0.0042 2.2345 0.5115
0.4033 -0.0120 2.2179 0.4953
0.3866 -0.0277 2.2012 0.4796
0.3699 -0.0431 2.1845 0.4642
0.3532 -0.0586 2.1678 0.4487
0.3366 -0.0734 2.1512 0.4339
0.3199 -0.0880 2.1345 0.4193
0.3032 -0.1025 2.1178 0.4048
0.2967 -0.1073 2.1113 0.4000
0.2966 -0.1074 2.1112 0.3999
0.3125 -0.0961 2.1271 0.4112
0.3298 -0.0656 2.1444 0.4417
0.3466 -0.0322 2.1612 0.4752
0.3633 0.0008 2.1779 0.5081
0.3800 0.0326 2.1946 0.5399
0.3967 0.0650 2.2113 0.5723
0.4133 0.0972 2.2279 0.6045
0.4300 0.1318 2.2446 0.6391
0.4466 0.1653 2.2612 0.6726
0.4634 0.1969 2.2780 0.7042
0.4800 0.2299 2.2946 0.7372
0.4967 0.2642 2.3113 0.7716
0.5133 0.2984 2.3279 0.8058
0.5300 0.3341 2.3446 0.8414
0.5466 0.3706 2.3612 0.8779
0.5633 0.4060 2.3779 0.9133
0.5800 0.4402 2.3946 0.9475
0.5967 0.4761 2.4113 0.9834
0.6133 0.5131 2.4279 1.0204
0.6300 0.5502 2.4446 1.0575
0.6466 0.5882 2.4612 1.0955
0.6633 0.6270 2.4779 1.1343
0.6799 0.6652 2.4945 1.1726
0.6966 0.7048 2.5112 1.2121
0.7133 0.7436 2.5279 1.2509
0.7300 0.7827 2.5446 1.2900
0.7466 0.8222 2.5612 1.3295
0.7634 0.8617 2.5780 1.3690
0.7800 0.9000 2.5946 1.4073
0.7966 0.9395 2.6112 1.4468
0.8133 0.9783 2.6279 1.4856
0.8300 1.0188 2.6446 1.5261
0.8466 1.0593 2.6612 1.5666
0.8634 1.0991 2.6780 1.6064
0.8800 1.1393 2.6946 1.6466
0.8967 1.1792 2.7113 1.6865
0.9133 1.2194 2.7279 1.7268
0.9300 1.2601 2.7446 1.7674
0.9466 1.3015 2.7612 1.8088
0.9633 1.3430 2.7779 1.8503
0.9800 1.3868 2.7946 1.8941
0.9967 1.4306 2.8113 1.9379
1.0133 1.4743 2.8279 1.9816
1.0300 1.5182 2.8446 2.0255
1.0466 1.5607 2.8612 2.0680
1.0633 1.6039 2.8779 2.1112
1.0800 1.6465 2.8946 2.1538
1.0966 1.6897 2.9112 2.1970
1.1133 1.7319 2.9279 2.2392
1.1300 1.7761 2.9446 2.2834
1.1466 1.8182 2.9612 2.3255
1.1634 1.8629 2.9780 2.3702
1.1800 1.9060 2.9946 2.4133
1.1966 1.9488 3.0112 2.4561
1.2133 1.9919 3.0279 2.4992
1.2300 2.0338 3.0446 2.5412
1.2466 2.0777 3.0612 2.5850
1.2634 2.1217 3.0780 2.6290
1.2800 2.1652 3.0946 2.6725
1.2966 2.2075 3.1112 2.7148
1.3133 2.2517 3.1279 2.7590
1.3300 2.2942 3.1446 2.8016
1.3466 2.3390 3.1612 2.8463
1.3633 2.3825 3.1779 2.8898
1.3799 2.4262 3.1945 2.9335
1.3967 2.4707 3.2113 2.9780
1.4133 2.5138 3.2279 3.0212
1.4300 2.5585 3.2446 3.0658
1.4467 2.6034 3.2613 3.1107
1.4633 2.6472 3.2779 3.1546
1.4799 2.6909 3.2945 3.1982
1.4966 2.7356 3.3112 3.2429
1.5133 2.7793 3.3279 3.2866
1.5300 2.8248 3.3446 3.3321
1.5467 2.8694 3.3613 3.3767
1.5634 2.9136 3.3780 3.4209
1.5800 2.9578 3.3946 3.4651
1.5966 3.0017 3.4112 3.5090
1.6133 3.0466 3.4279 3.5539
1.6300 3.0908 3.4446 3.5981
1.6466 3.1360 3.4612 3.6433
1.6633 3.1828 3.4779 3.6902
1.6800 3.2274 3.4946 3.7347
1.6966 3.2736 3.5112 3.7810
1.7134 3.3195 3.5280 3.8268
1.7300 3.3646 3.5446 3.8719
1.7466 3.4107 3.5612 3.9180
1.7633 3.4570 3.5779 3.9643
1.7800 3.5051 3.5946 4.0124
1.7966 3.5540 3.6112 4.0613
1.8134 3.6027 3.6280 4.1100
1.8300 3.6518 3.6446 4.1591
1.8467 3.7021 3.6613 4.2094
1.8634 3.7513 3.6780 4.2586
1.8800 3.8004 3.6946 4.3077
1.8966 3.8497 3.7112 4.3570
1.9133 3.8984 3.7279 4.4057
1.9300 3.9473 3.7446 4.4546
1.9467 3.9967 3.7613 4.5040
1.9633 4.0463 3.7779 4.5536
1.9800 4.0963 3.7946 4.6037
1.9966 4.1457 3.8112 4.6530
2.0133 4.1964 3.8279 4.7037
2.0300 4.2464 3.8446 4.7537
2.0466 4.2967 3.8612 4.8040
2.0633 4.3483 3.8779 4.8556
2.0800 4.3977 3.8946 4.9050
2.0967 4.4479 3.9113 4.9552
2.1134 4.4994 3.9280 5.0067
2.1300 4.5499 3.9446 5.0572
2.1466 4.6015 3.9612 5.1089
2.1633 4.6532 3.9779 5.1605
2.1800 4.7038 3.9946 5.2111
2.1966 4.7545 4.0112 5.2618
2.2134 4.8059 4.0280 5.3132
2.2300 4.8556 4.0446 5.3629
2.2467 4.9061 4.0613 5.4135
2.2633 4.9561 4.0779 5.4634
2.2800 5.0060 4.0946 5.5133
2.2966 5.0580 4.1112 5.5653
2.3133 5.1092 4.1279 5.6165
2.3300 5.1610 4.1446 5.6683
2.3467 5.2133 4.1613 5.7206
2.3634 5.2627 4.1780 5.7700
2.3800 5.3147 4.1946 5.8220
2.3967 5.3652 4.2113 5.8725
2.4133 5.4157 4.2279 5.9231
2.4299 5.4665 4.2445 5.9738
2.4466 5.5168 4.2612 6.0241
2.4633 5.5680 4.2779 6.0753
2.4800 5.6194 4.2946 6.1267
2.4967 5.6700 4.3113 6.1773
2.5133 5.7210 4.3279 6.2283
2.5300 5.7735 4.3446 6.2808
2.5467 5.8243 4.3613 6.3317
2.5633 5.8756 4.3779 6.3830
2.5800 5.9274 4.3946 6.4347
2.5966 5.9777 4.4112 6.4850
2.6133 6.0295 4.4279 6.5368
2.6300 6.0799 4.4446 6.5873
2.6467 6.1317 4.4613 6.6390
2.6633 6.1830 4.4779 6.6903
2.6800 6.2348 4.4946 6.7421
2.6966 6.2877 4.5112 6.7950
2.7133 6.3399 4.5279 6.8473
2.7299 6.3906 4.5445 6.8979
2.7467 6.4445 4.5613 6.9518
2.7634 6.4949 4.5780 7.0022
2.7800 6.5457 4.5946 7.0530
2.7966 6.5980 4.6112 7.1053
2.8133 6.6499 4.6279 7.1572
2.8300 6.7016 4.6446 7.2090
2.8466 6.7533 4.6612 7.2606
2.8632 6.8040 4.6778 7.3113
2.8800 6.8563 4.6946 7.3637
2.8967 6.9073 4.7113 7.4146
2.9133 6.9590 4.7279 7.4663
2.9300 7.0106 4.7446 7.5180
2.9467 7.0632 4.7613 7.5705
2.9633 7.1147 4.7779 7.6220
2.9800 7.1668 4.7946 7.6741
2.9966 7.2187 4.8112 7.7260
3.0134 7.2708 4.8280 7.7781
3.0300 7.3240 4.8446 7.8313
3.0467 7.3747 4.8613 7.8820
3.0633 7.4261 4.8779 7.9334
3.0800 7.4767 4.8946 7.9840
3.0966 7.5267 4.9112 8.0340
3.1133 7.5777 4.9279 8.0850
3.1299 7.6282 4.9445 8.1356
3.1467 7.6810 4.9613 8.1883
3.1634 7.7330 4.9780 8.2403
3.1800 7.7852 4.9946 8.2925
3.1966 7.8365 5.0112 8.3438
3.2133 7.8878 5.0279 8.3951
3.2300 7.9370 5.0446 8.4444
3.2466 7.9882 5.0612 8.4956
3.2633 8.0379 5.0779 8.5453
3.2800 8.0888 5.0946 8.5961
3.2967 8.1401 5.1113 8.6474
3.3134 8.1908 5.1280 8.6981
3.3300 8.2408 5.1446 8.7481
3.3466 8.2909 5.1612 8.7983
3.3633 8.3400 5.1779 8.8474
3.3800 8.3891 5.1946 8.8964
3.3966 8.4375 5.2112 8.9448
3.4133 8.4854 5.2279 8.9927
3.4300 8.5345 5.2446 9.0418
3.4467 8.5818 5.2613 9.0891
3.4633 8.6302 5.2779 9.1375
3.4800 8.6800 5.2946 9.1873
3.4967 8.7289 5.3113 9.2362
3.5133 8.7775 5.3279 9.2848
3.5300 8.8266 5.3446 9.3339
3.5466 8.8746 5.3612 9.3819
3.5634 8.9237 5.3780 9.4310
3.5800 8.9725 5.3946 9.4798
3.5967 9.0208 5.4113 9.5281
3.6133 9.0781 5.4279 9.5854
3.6300 9.1388 5.4446 9.6461
3.6466 9.2028 5.4612 9.7102
3.6634 9.2666 5.4780 9.7740
3.6800 9.3288 5.4946 9.8361
3.6967 9.3926 5.5113 9.8999
3.7133 9.4564 5.5279 9.9637
3.7300 9.5188 5.5446 10.0261
3.7466 9.5834 5.5612 10.0907
3.7633 9.6465 5.5779 10.1539
3.7799 9.7114 5.5945 10.2188
3.7966 9.7790 5.6112 10.2863
3.8133 9.8471 5.6279 10.3544
3.8300 9.9168 5.6446 10.4241
3.8467 9.9855 5.6613 10.4928
3.8634 10.0542 5.6780 10.5616
3.8800 10.1230 5.6946 10.6303
3.8966 10.1928 5.7112 10.7001
3.9132 10.2614 5.7278 10.7687
3.9300 10.3326 5.7446 10.8399
3.9466 10.4034 5.7612 10.9107
3.9634 10.4774 5.7780 10.9848
3.9800 10.5611 5.7946 11.0684
3.9967 10.6486 5.8113 11.1559
4.0133 10.7377 5.8279 11.2450
4.0300 10.8303 5.8446 11.3376
4.0466 10.9222 5.8612 11.4296
4.0634 11.0145 5.8780 11.5218
4.0800 11.1060 5.8946 11.6133
4.0966 11.2006 5.9112 11.7079
4.1133 11.2966 5.9279 11.8039
4.1300 11.3965 5.9446 11.9038
4.1466 11.4977 5.9612 12.0050
4.1633 11.6025 5.9779 12.1098
4.1799 11.7037 5.9945 12.2110
4.1966 11.8072 6.0112 12.3145
4.2133 11.9110 6.0279 12.4183
4.2300 12.0165 6.0446 12.5238
4.2466 12.1238 6.0612 12.6311
4.2634 12.2321 6.0780 12.7394
4.2800 12.3417 6.0946 12.8490
4.2966 12.4557 6.1112 12.9630
4.3133 12.5693 6.1279 13.0766
4.3300 12.6846 6.1446 13.1920
4.3466 12.7995 6.1612 13.3068
4.3633 12.9181 6.1779 13.4254
4.3800 13.0452 6.1946 13.5526
4.3967 13.1729 6.2113 13.6803
4.4133 13.3012 6.2279 13.8085
4.4300 13.4339 6.2446 13.9412
4.4466 13.5663 6.2612 14.0737
4.4633 13.7022 6.2779 14.2095
4.4800 13.8394 6.2946 14.3467
4.4967 13.9794 6.3113 14.4867
4.5133 14.1201 6.3279 14.6275
4.5300 14.2633 6.3446 14.7706
4.5466 14.4060 6.3612 14.9133
4.5633 14.5530 6.3779 15.0603
4.5800 14.6999 6.3946 15.2072
4.5966 14.8475 6.4112 15.3548
4.6133 15.0009 6.4279 15.5082
4.6300 15.1592 6.4446 15.6665
4.6467 15.3267 6.4613 15.8341
4.6634 15.5031 6.4780 16.0105
4.6800 15.6741 6.4946 16.1814
4.6966 15.8559 6.5112 16.3632
4.7133 16.0403 6.5279 16.5477
4.7300 16.2233 6.5446 16.7307
4.7466 16.4135 6.5612 16.9208
4.7634 16.6051 6.5780 17.1124
4.7800 16.8010 6.5946 17.3084
4.7966 17.0036 6.6112 17.5109
4.8133 17.2075 6.6279 17.7149
4.8300 17.4207 6.6446 17.9280
4.8466 17.6376 6.6612 18.1449
4.8633 17.8579 6.6779 18.3653
4.8799 18.0861 6.6945 18.5934
4.8967 18.3208 6.7113 18.8281
4.9133 18.5569 6.7279 19.0643
4.9300 18.8001 6.7446 19.3075
4.9467 19.0433 6.7613 19.5506
4.9634 19.2927 6.7780 19.8000
4.9766 19.4927 6.7912 20.0000
4.9766 19.4932 6.7912 20.0005
4.9607 19.3025 6.7753 19.8098
4.9504 19.0524 6.7650 19.5598
4.9407 18.8019 6.7553 19.3092
4.9307 18.5513 6.7453 19.0587
4.9204 18.3006 6.7350 18.8079
4.9098 18.0506 6.7244 18.5579
4.8986 17.8000 6.7132 18.3073
4.8871 17.5498 6.7017 18.0571
4.8754 17.2993 6.6900 17.8066
4.8634 17.0491 6.6780 17.5564
4.8506 16.7989 6.6652 17.3062
4.8377 16.5484 6.6523 17.0558
4.8245 16.2983 6.6391 16.8056
4.8106 16.0481 6.6252 16.5554
4.7962 15.7978 6.6108 16.3051
4.7815 15.5473 6.5961 16.0546
4.7662 15.2969 6.5808 15.8042
4.7506 15.0467 6.5652 15.5541
4.7345 14.7965 6.5491 15.3038
4.7180 14.5460 6.5326 15.0533
4.7014 14.2957 6.5160 14.8030
4.6847 14.0497 6.4993 14.5571
4.6680 13.8121 6.4826 14.3194
4.6513 13.5763 6.4659 14.0836
4.6347 13.3506 6.4493 13.8580
4.6180 13.1321 6.4326 13.6395
4.6013 12.9208 6.4159 13.4282
4.5847 12.7224 6.3993 13.2297
4.5680 12.5251 6.3826 13.0324
4.5513 12.3278 6.3659 12.8351
4.5347 12.1364 6.3493 12.6437
4.5180 11.9431 6.3326 12.4505
4.5013 11.7560 6.3159 12.2633
4.4847 11.5755 6.2993 12.0829
4.4680 11.3975 6.2826 11.9048
4.4513 11.2253 6.2659 11.7326
4.4346 11.0555 6.2492 11.5629
4.4180 10.8881 6.2326 11.3954
4.4013 10.7301 6.2159 11.2374
4.3846 10.5757 6.1992 11.0830
4.3680 10.4266 6.1826 10.9340
4.3514 10.2810 6.1660 10.7884
4.3347 10.1396 6.1493 10.6469
4.3180 10.0022 6.1326 10.5095
4.3014 9.8693 6.1160 10.3766
4.2847 9.7375 6.0993 10.2448
4.2680 9.6093 6.0826 10.1166
4.2513 9.4837 6.0659 9.9910
4.2346 9.3598 6.0492 9.8672
4.2180 9.2428 6.0326 9.7501
4.2013 9.1291 6.0159 9.6364
4.1846 9.0216 5.9992 9.5289
4.1680 8.9195 5.9826 9.4268
4.1514 8.8151 5.9660 9.3224
4.1346 8.7156 5.9492 9.2229
4.1180 8.6161 5.9326 9.1234
4.1013 8.5192 5.9159 9.0265
4.0846 8.4266 5.8992 8.9339
4.0680 8.3336 5.8826 8.8409
4.0513 8.2427 5.8659 8.7500
4.0347 8.1559 5.8493 8.6632
4.0180 8.0689 5.8326 8.5763
4.0013 7.9836 5.8159 8.4909
3.9846 7.9016 5.7992 8.4089
3.9680 7.8204 5.7826 8.3277
3.9513 7.7421 5.7659 8.2494
3.9346 7.6703 5.7492 8.1776
3.9180 7.5971 5.7326 8.1044
3.9013 7.5267 5.7159 8.0340
3.8847 7.4565 5.6993 7.9638
3.8680 7.3860 5.6826 7.8933
3.8513 7.3189 5.6659 7.8262
3.8346 7.2487 5.6492 7.7560
3.8180 7.1822 5.6326 7.6895
3.8013 7.1169 5.6159 7.6242
3.7846 7.0514 5.5992 7.5587
3.7680 6.9881 5.5826 7.4954
3.7514 6.9256 5.5660 7.4329
3.7346 6.8630 5.5492 7.3703
3.7180 6.8024 5.5326 7.3097
3.7013 6.7405 5.5159 7.2478
3.6846 6.6792 5.4992 7.1865
3.6680 6.6207 5.4826 7.1281
3.6513 6.5624 5.4659 7.0697
3.6346 6.5045 5.4492 7.0118
3.6180 6.4487 5.4326 6.9560
3.6013 6.3941 5.4159 6.9014
3.5847 6.3445 5.3993 6.8518
3.5680 6.2940 5.3826 6.8013
3.5513 6.2438 5.3659 6.7511
3.5346 6.1950 5.3492 6.7023
3.5180 6.1439 5.3326 6.6512
3.5013 6.0949 5.3159 6.6022
3.4847 6.0467 5.2993 6.5540
3.4680 5.9985 5.2826 6.5059
3.4513 5.9503 5.2659 6.4576
3.4346 5.9023 5.2492 6.4096
3.4180 5.8528 5.2326 6.3601
3.4013 5.8054 5.2159 6.3127
3.3847 5.7576 5.1993 6.2649
3.3680 5.7108 5.1826 6.2181
3.3514 5.6639 5.1660 6.1712
3.3346 5.6162 5.1492 6.1235
3.3180 5.5689 5.1326 6.0762
3.3013 5.5223 5.1159 6.0296
3.2846 5.4761 5.0992 5.9834
3.2680 5.4305 5.0826 5.9378
3.2513 5.3838 5.0659 5.8911
3.2346 5.3366 5.0492 5.8439
3.2180 5.2913 5.0326 5.7986
3.2013 5.2455 5.0159 5.7528
3.1847 5.2002 4.9993 5.7075
3.1680 5.1549 4.9826 5.6622
3.1513 5.1093 4.9659 5.6166
3.1346 5.0639 4.9492 5.5712
3.1180 5.0188 4.9326 5.5261
3.1013 4.9740 4.9159 5.4813
3.0847 4.9311 4.8993 5.4385
3.0680 4.8876 4.8826 5.3949
3.0514 4.8441 4.8660 5.3514
3.0346 4.8006 4.8492 5.3079
3.0180 4.7567 4.8326 5.2640
3.0013 4.7129 4.8159 5.2202
2.9846 4.6700 4.7992 5.1773
2.9680 4.6273 4.7826 5.1346
2.9513 4.5846 4.7659 5.0919
2.9346 4.5424 4.7492 5.0497
2.9180 4.4995 4.7326 5.0068
2.9013 4.4567 4.7159 4.9640
2.8846 4.4151 4.6992 4.9224
2.8680 4.3723 4.6826 4.8796
2.8513 4.3307 4.6659 4.8380
2.8347 4.2880 4.6493 4.7953
2.8180 4.2483 4.6326 4.7557
2.8013 4.2078 4.6159 4.7151
2.7847 4.1671 4.5993 4.6744
2.7680 4.1259 4.5826 4.6332
2.7513 4.0866 4.5659 4.5939
2.7346 4.0447 4.5492 4.5521
2.7180 4.0050 4.5326 4.5123
2.7013 3.9637 4.5159 4.4710
2.6846 3.9241 4.4992 4.4314
2.6680 3.8848 4.4826 4.3921
2.6513 3.8451 4.4659 4.3524
2.6346 3.8064 4.4492 4.3138
2.6180 3.7678 4.4326 4.2751
2.6013 3.7295 4.4159 4.2368
2.5847 3.6921 4.3993 4.1994
2.5680 3.6542 4.3826 4.1615
2.5513 3.6159 4.3659 4.1232
2.5346 3.5781 4.3492 4.0854
2.5180 3.5387 4.3326 4.0460
2.5013 3.5012 4.3159 4.0085
2.4846 3.4644 4.2992 3.9717
2.4680 3.4281 4.2826 3.9354
2.4513 3.3911 4.2659 3.8984
2.4347 3.3554 4.2493 3.8627
2.4180 3.3185 4.2326 3.8258
2.4014 3.2827 4.2160 3.7900
2.3847 3.2462 4.1993 3.7535
2.3680 3.2112 4.1826 3.7185
2.3513 3.1743 4.1659 3.6817
2.3346 3.1383 4.1492 3.6456
2.3180 3.1023 4.1326 3.6096
2.3014 3.0667 4.1160 3.5741
2.2847 3.0312 4.0993 3.5386
2.2680 2.9966 4.0826 3.5039
2.2513 2.9597 4.0659 3.4670
2.2347 2.9241 4.0493 3.4314
2.2180 2.8883 4.0326 3.3956
2.2014 2.8531 4.0160 3.3604
2.1846 2.8178 3.9992 3.3251
2.1680 2.7836 3.9826 3.2909
2.1513 2.7482 3.9659 3.2555
2.1347 2.7144 3.9493 3.2217
2.1180 2.6792 3.9326 3.1865
2.1014 2.6443 3.9160 3.1516
2.0846 2.6103 3.8992 3.1176
2.0680 2.5757 3.8826 3.0830
2.0513 2.5408 3.8659 3.0482
2.0347 2.5066 3.8493 3.0139
2.0180 2.4722 3.8326 2.9795
2.0013 2.4376 3.8159 2.9449
1.9846 2.4047 3.7992 2.9120
1.9680 2.3716 3.7826 2.8789
1.9513 2.3390 3.7659 2.8463
1.9346 2.3062 3.7492 2.8135
1.9180 2.2726 3.7326 2.7799
1.9014 2.2399 3.7160 2.7472
1.8846 2.2065 3.6992 2.7138
1.8680 2.1737 3.6826 2.6810
1.8513 2.1411 3.6659 2.6484
1.8347 2.1078 3.6493 2.6152
1.8180 2.0739 3.6326 2.5812
1.8013 2.0422 3.6159 2.5495
1.7846 2.0088 3.5992 2.5161
1.7680 1.9781 3.5826 2.4854
1.7513 1.9459 3.5659 2.4532
1.7347 1.9140 3.5493 2.4213
1.7180 1.8830 3.5326 2.3904
1.7014 1.8508 3.5160 2.3581
1.6846 1.8182 3.4992 2.3256
1.6680 1.7881 3.4826 2.2955
1.6513 1.7562 3.4659 2.2635
1.6346 1.7263 3.4492 2.2336
1.6180 1.6953 3.4326 2.2026
1.6013 1.6645 3.4159 2.1718
1.5846 1.6352 3.3992 2.1425
1.5680 1.6045 3.3826 2.1118
1.5513 1.5742 3.3659 2.0816
1.5346 1.5442 3.3492 2.0515
1.5180 1.5138 3.3326 2.0211
1.5013 1.4833 3.3159 1.9906
1.4846 1.4537 3.2992 1.9610
1.4680 1.4251 3.2826 1.9324
1.4513 1.3969 3.2659 1.9043
1.4346 1.3669 3.2492 1.8742
1.4180 1.3375 3.2326 1.8448
1.4013 1.3088 3.2159 1.8161
1.3846 1.2802 3.1992 1.7875
1.3680 1.2521 3.1826 1.7594
1.3513 1.2251 3.1659 1.7324
1.3346 1.1979 3.1492 1.7052
1.3180 1.1696 3.1326 1.6769
1.3013 1.1422 3.1159 1.6495
