"Disp (mm) " "Load (kN)" "d (raw)" "f (raw)"
4.6667 16.0155 6.4813 16.5228
4.6834 16.1830 6.4980 16.6904
4.7000 16.3561 6.5146 16.8634
4.7167 16.5320 6.5313 17.0393
4.7333 16.7080 6.5479 17.2153
4.7500 16.8895 6.5646 17.3968
4.7666 17.0730 6.5812 17.5804
4.7833 17.2633 6.5979 17.7706
4.8000 17.4577 6.6146 17.9650
4.8166 17.6533 6.6312 18.1606
4.8333 17.8583 6.6479 18.3656
4.8500 18.0653 6.6646 18.5726
4.8666 18.2772 6.6812 18.7846
4.8833 18.4971 6.6979 19.0044
4.9000 18.7176 6.7146 19.2250
4.9166 18.9494 6.7312 19.4567
4.9333 19.1849 6.7479 19.6923
4.9500 19.4235 6.7646 19.9308
4.9549 19.4928 6.7695 20.0001
4.9549 19.4932 6.7695 20.0005
4.9389 19.3184 6.7535 19.8258
4.9284 19.0678 6.7430 19.5751
4.9185 18.8174 6.7331 19.3247
4.9083 18.5670 6.7229 19.0743
4.8974 18.3169 6.7120 18.8242
4.8863 18.0663 6.7009 18.5737
4.8748 17.8162 6.6894 18.3235
4.8629 17.5658 6.6775 18.0731
4.8503 17.3152 6.6649 17.8225
4.8375 17.0649 6.6521 17.5722
4.8243 16.8147 6.6389 17.3221
4.8104 16.5645 6.6250 17.0718
4.7960 16.3144 6.6106 16.8218
4.7814 16.0639 6.5960 16.5713
4.7663 15.8138 6.5809 16.3212
4.7506 15.5635 6.5652 16.0708
4.7346 15.3133 6.5492 15.8206
4.7180 15.0632 6.5326 15.5705
4.7013 14.8141 6.5159 15.3214
4.6846 14.5698 6.4992 15.0771
4.6679 14.3330 6.4825 14.8403
4.6513 14.0994 6.4659 14.6067
4.6346 13.8715 6.4492 14.3788
4.6179 13.6555 6.4325 14.1629
4.6012 13.4460 6.4158 13.9533
4.5846 13.2476 6.3992 13.7550
4.5680 13.0509 6.3826 13.5582
4.5513 12.8549 6.3659 13.3622
4.5346 12.6607 6.3492 13.1680
4.5180 12.4676 6.3326 12.9749
4.5012 12.2795 6.3158 12.7869
4.4846 12.0984 6.2992 12.6058
4.4679 11.9190 6.2825 12.4263
4.4513 11.7462 6.2659 12.2535
4.4346 11.5751 6.2492 12.0824
4.4180 11.4052 6.2326 11.9125
4.4012 11.2415 6.2158 11.7488
4.3846 11.0823 6.1992 11.5896
4.3679 10.9319 6.1825 11.4392
4.3513 10.7891 6.1659 11.2965
4.3346 10.6454 6.1492 11.1528
4.3180 10.5075 6.1326 11.0149
4.3013 10.3720 6.1159 10.8793
4.2846 10.2374 6.0992 10.7447
4.2679 10.1076 6.0825 10.6149
4.2513 9.9799 6.0659 10.4872
4.2346 9.8511 6.0492 10.3584
4.2179 9.7272 6.0325 10.2345
4.2012 9.6062 6.0158 10.1135
4.1846 9.4897 5.9992 9.9970
4.1680 9.3796 5.9826 9.8869
4.1513 9.2692 5.9659 9.7765
4.1346 9.1633 5.9492 9.6706
4.1179 9.0615 5.9325 9.5688
4.1012 8.9619 5.9158 9.4692
4.0846 8.8673 5.8992 9.3746
4.0680 8.7734 5.8826 9.2807
4.0513 8.6807 5.8659 9.1880
4.0346 8.5921 5.8492 9.0994
4.0180 8.5048 5.8326 9.0121
4.0012 8.4192 5.8158 8.9265
3.9846 8.3366 5.7992 8.8439
3.9679 8.2551 5.7825 8.7624
3.9512 8.1782 5.7658 8.6855
3.9346 8.1044 5.7492 8.6117
3.9179 8.0314 5.7325 8.5387
3.9013 7.9614 5.7159 8.4687
3.8846 7.8901 5.6992 8.3974
3.8679 7.8200 5.6825 8.3274
3.8512 7.7501 5.6658 8.2574
3.8346 7.6809 5.6492 8.1882
3.8179 7.6134 5.6325 8.1207
3.8012 7.5482 5.6158 8.0555
3.7846 7.4816 5.5992 7.9889
3.7679 7.4179 5.5825 7.9252
3.7512 7.3541 5.5658 7.8614
3.7346 7.2912 5.5492 7.7985
3.7180 7.2304 5.5326 7.7377
3.7012 7.1666 5.5158 7.6740
3.6846 7.1062 5.4992 7.6135
3.6679 7.0463 5.4825 7.5536
3.6512 6.9865 5.4658 7.4938
3.6346 6.9277 5.4492 7.4350
3.6179 6.8694 5.4325 7.3767
3.6012 6.8122 5.4158 7.3195
3.5846 6.7606 5.3992 7.2679
3.5679 6.7093 5.3825 7.2166
3.5512 6.6579 5.3658 7.1652
3.5346 6.6082 5.3492 7.1155
3.5180 6.5571 5.3326 7.0644
3.5013 6.5065 5.3159 7.0138
3.4846 6.4571 5.2992 6.9644
3.4680 6.4084 5.2826 6.9157
3.4512 6.3607 5.2658 6.8681
3.4346 6.3117 5.2492 6.8190
3.4179 6.2630 5.2325 6.7703
3.4012 6.2152 5.2158 6.7225
3.3846 6.1666 5.1992 6.6739
3.3680 6.1192 5.1826 6.6265
3.3512 6.0715 5.1658 6.5788
3.3346 6.0234 5.1492 6.5307
3.3179 5.9751 5.1325 6.4824
3.3012 5.9284 5.1158 6.4357
3.2846 5.8815 5.0992 6.3888
3.2679 5.8348 5.0825 6.3422
3.2512 5.7876 5.0658 6.2949
3.2346 5.7410 5.0492 6.2483
3.2179 5.6940 5.0325 6.2013
3.2013 5.6473 5.0159 6.1546
3.1846 5.6016 4.9992 6.1089
3.1679 5.5567 4.9825 6.0640
3.1512 5.5087 4.9658 6.0160
3.1346 5.4640 4.9492 5.9713
3.1179 5.4182 4.9325 5.9255
3.1013 5.3733 4.9159 5.8807
3.0846 5.3295 4.8992 5.8368
3.0680 5.2863 4.8826 5.7936
3.0513 5.2425 4.8659 5.7498
3.0346 5.1987 4.8492 5.7060
3.0179 5.1528 4.8325 5.6601
3.0013 5.1084 4.8159 5.6157
2.9846 5.0653 4.7992 5.5726
2.9680 5.0215 4.7826 5.5289
2.9512 4.9778 4.7658 5.4851
2.9346 4.9352 4.7492 5.4426
2.9179 4.8905 4.7325 5.3978
2.9012 4.8484 4.7158 5.3557
2.8846 4.8047 4.6992 5.3121
2.8680 4.7616 4.6826 5.2689
2.8512 4.7202 4.6658 5.2275
2.8346 4.6775 4.6492 5.1848
2.8179 4.6369 4.6325 5.1442
2.8013 4.5962 4.6159 5.1036
2.7846 4.5539 4.5992 5.0612
2.7680 4.5137 4.5826 5.0210
2.7512 4.4724 4.5658 4.9797
2.7346 4.4307 4.5492 4.9380
2.7179 4.3901 4.5325 4.8974
2.7012 4.3485 4.5158 4.8558
2.6846 4.3080 4.4992 4.8153
2.6680 4.2674 4.4826 4.7747
2.6512 4.2266 4.4658 4.7339
2.6346 4.1870 4.4492 4.6943
2.6179 4.1480 4.4325 4.6553
2.6013 4.1084 4.4159 4.6157
2.5846 4.0705 4.3992 4.5778
2.5680 4.0307 4.3826 4.5380
2.5512 3.9922 4.3658 4.4995
2.5346 3.9531 4.3492 4.4605
2.5179 3.9138 4.3325 4.4211
2.5012 3.8750 4.3158 4.3823
2.4846 3.8379 4.2992 4.3452
2.4679 3.8006 4.2825 4.3080
2.4512 3.7633 4.2658 4.2706
2.4346 3.7273 4.2492 4.2346
2.4179 3.6895 4.2325 4.1969
2.4013 3.6533 4.2159 4.1606
2.3846 3.6168 4.1992 4.1242
2.3679 3.5795 4.1825 4.0868
2.3512 3.5426 4.1658 4.0499
2.3346 3.5059 4.1492 4.0132
2.3179 3.4693 4.1325 3.9766
2.3012 3.4336 4.1158 3.9409
2.2846 3.3973 4.0992 3.9046
2.2679 3.3609 4.0825 3.8682
2.2512 3.3252 4.0658 3.8325
2.2346 3.2890 4.0492 3.7963
2.2179 3.2529 4.0325 3.7602
2.2012 3.2156 4.0158 3.7229
2.1846 3.1803 3.9992 3.6876
2.1680 3.1448 3.9826 3.6521
2.1513 3.1100 3.9659 3.6173
2.1346 3.0747 3.9492 3.5820
2.1179 3.0394 3.9325 3.5468
2.1012 3.0039 3.9158 3.5112
2.0846 2.9690 3.8992 3.4763
2.0679 2.9327 3.8825 3.4401
2.0513 2.8987 3.8659 3.4060
2.0346 2.8632 3.8492 3.3705
2.0180 2.8281 3.8326 3.3354
2.0012 2.7937 3.8158 3.3010
1.9846 2.7610 3.7992 3.2683
1.9679 2.7262 3.7825 3.2335
1.9513 2.6931 3.7659 3.2004
1.9346 2.6592 3.7492 3.1666
1.9179 2.6252 3.7325 3.1325
1.9012 2.5904 3.7158 3.0977
1.8846 2.5561 3.6992 3.0635
1.8679 2.5217 3.6825 3.0290
1.8513 2.4890 3.6659 2.9963
1.8346 2.4550 3.6492 2.9624
1.8179 2.4217 3.6325 2.9290
1.8012 2.3874 3.6158 2.8947
1.7846 2.3556 3.5992 2.8629
1.7679 2.3231 3.5825 2.8304
1.7513 2.2916 3.5659 2.7989
1.7346 2.2582 3.5492 2.7655
1.7180 2.2265 3.5326 2.7338
1.7012 2.1945 3.5158 2.7018
1.6846 2.1627 3.4992 2.6700
1.6679 2.1307 3.4825 2.6380
1.6513 2.0988 3.4659 2.6061
1.6346 2.0671 3.4492 2.5744
1.6179 2.0351 3.4325 2.5424
1.6012 2.0040 3.4158 2.5113
1.5846 1.9724 3.3992 2.4797
1.5679 1.9418 3.3825 2.4491
1.5513 1.9103 3.3659 2.4176
1.5346 1.8784 3.3492 2.3857
1.5179 1.8479 3.3325 2.3552
1.5012 1.8158 3.3158 2.3231
1.4846 1.7869 3.2992 2.2942
1.4680 1.7563 3.2826 2.2636
1.4513 1.7267 3.2659 2.2340
1.4346 1.6972 3.2492 2.2045
1.4179 1.6671 3.2325 2.1744
1.4012 1.6361 3.2158 2.1435
1.3846 1.6069 3.1992 2.1142
1.3679 1.5761 3.1825 2.0834
1.3513 1.5477 3.1659 2.0550
1.3346 1.5170 3.1492 2.0243
1.3179 1.4876 3.1325 1.9949
1.3012 1.4592 3.1158 1.9665
1.2846 1.4293 3.0992 1.9366
1.2679 1.4003 3.0825 1.9077
1.2512 1.3722 3.0658 1.8795
1.2345 1.3432 3.0491 1.8505
1.2179 1.3149 3.0325 1.8222
1.2012 1.2862 3.0158 1.7935
1.1846 1.2586 2.9992 1.7659
1.1679 1.2319 2.9825 1.7392
1.1512 1.2041 2.9658 1.7114
1.1346 1.1770 2.9492 1.6843
1.1179 1.1497 2.9325 1.6570
1.1013 1.1218 2.9159 1.6291
1.0846 1.0946 2.8992 1.6019
1.0680 1.0676 2.8826 1.5749
1.0513 1.0403 2.8659 1.5476
1.0346 1.0131 2.8492 1.5204
1.0179 0.9867 2.8325 1.4940
1.0012 0.9586 2.8158 1.4659
0.9846 0.9318 2.7992 1.4392
0.9679 0.9055 2.7825 1.4128
0.9513 0.8788 2.7659 1.3861
0.9346 0.8521 2.7492 1.3594
0.9180 0.8261 2.7326 1.3334
0.9012 0.7993 2.7158 1.3066
0.8846 0.7737 2.6992 1.2810
0.8679 0.7470 2.6825 1.2543
0.8512 0.7217 2.6658 1.2290
0.8346 0.6951 2.6492 1.2024
0.8179 0.6694 2.6325 1.1767
0.8013 0.6443 2.6159 1.1516
0.7846 0.6192 2.5992 1.1265
0.7679 0.5945 2.5825 1.1018
0.7512 0.5693 2.5658 1.0766
0.7346 0.5440 2.5492 1.0513
0.7179 0.5191 2.5325 1.0264
0.7012 0.4939 2.5158 1.0013
0.6846 0.4700 2.4992 0.9773
0.6679 0.4470 2.4825 0.9543
0.6513 0.4229 2.4659 0.9302
0.6346 0.3989 2.4492 0.9062
0.6179 0.3752 2.4325 0.8825
0.6012 0.3526 2.4158 0.8599
0.5846 0.3301 2.3992 0.8374
0.5680 0.3088 2.3826 0.8161
0.5512 0.2867 2.3658 0.7940
0.5346 0.2661 2.3492 0.7734
0.5179 0.2452 2.3325 0.7525
0.5012 0.2242 2.3158 0.7315
0.4846 0.2051 2.2992 0.7124
0.4679 0.1859 2.2825 0.6932
0.4512 0.1657 2.2658 0.6730
0.4346 0.1473 2.2492 0.6546
0.4179 0.1271 2.2325 0.6344
0.4013 0.1085 2.2159 0.6159
0.3846 0.0902 2.1992 0.5975
0.3680 0.0724 2.1826 0.5797
0.3512 0.0555 2.1658 0.5628
0.3346 0.0394 2.1492 0.5467
0.3179 0.0226 2.1325 0.5299
0.3013 0.0074 2.1159 0.5147
0.2846 -0.0079 2.0992 0.4994
0.2680 -0.0237 2.0826 0.4836
0.2512 -0.0392 2.0658 0.4681
0.2346 -0.0542 2.0492 0.4531
0.2179 -0.0697 2.0325 0.4376
0.2012 -0.0850 2.0158 0.4223
0.1846 -0.0993 1.9992 0.4080
0.1751 -0.1073 1.9897 0.4000
0.1751 -0.1074 1.9897 0.3999
0.1908 -0.0960 2.0054 0.4113
0.2083 -0.0645 2.0229 0.4428
0.2250 -0.0304 2.0396 0.4769
0.2418 0.0017 2.0564 0.5090
0.2584 0.0330 2.0730 0.5404
0.2750 0.0639 2.0896 0.5712
0.2917 0.0957 2.1063 0.6030
0.3084 0.1300 2.1230 0.6373
0.3251 0.1634 2.1397 0.6707
0.3418 0.1961 2.1564 0.7034
0.3584 0.2275 2.1730 0.7348
0.3751 0.2588 2.1897 0.7661
0.3918 0.2922 2.2064 0.7995
0.4084 0.3267 2.2230 0.8340
0.4250 0.3621 2.2396 0.8694
0.4417 0.3966 2.2563 0.9039
0.4584 0.4300 2.2730 0.9373
0.4751 0.4652 2.2897 0.9725
0.4918 0.5029 2.3064 1.0102
0.5084 0.5401 2.3230 1.0474
0.5251 0.5767 2.3397 1.0840
0.5418 0.6152 2.3564 1.1225
0.5584 0.6534 2.3730 1.1607
0.5751 0.6922 2.3897 1.1995
0.5918 0.7302 2.4064 1.2375
0.6084 0.7685 2.4230 1.2758
0.6251 0.8072 2.4397 1.3145
0.6418 0.8459 2.4564 1.3532
0.6584 0.8843 2.4730 1.3917
0.6751 0.9245 2.4897 1.4318
0.6917 0.9633 2.5063 1.4706
0.7084 1.0024 2.5230 1.5097
0.7251 1.0419 2.5397 1.5492
0.7418 1.0820 2.5564 1.5893
0.7584 1.1214 2.5730 1.6287
0.7751 1.1600 2.5897 1.6673
0.7917 1.1991 2.6063 1.7064
0.8084 1.2391 2.6230 1.7465
0.8250 1.2793 2.6396 1.7866
0.8418 1.3222 2.6564 1.8295
0.8584 1.3643 2.6730 1.8716
0.8751 1.4055 2.6897 1.9128
0.8918 1.4478 2.7064 1.9551
0.9084 1.4901 2.7230 1.9974
0.9251 1.5326 2.7397 2.0399
0.9417 1.5755 2.7563 2.0828
0.9584 1.6178 2.7730 2.1252
0.9751 1.6628 2.7897 2.1701
0.9917 1.7057 2.8063 2.2130
1.0084 1.7503 2.8230 2.2576
1.0250 1.7941 2.8396 2.3014
1.0418 1.8369 2.8564 2.3442
1.0584 1.8794 2.8730 2.3867
1.0751 1.9228 2.8897 2.4301
1.0917 1.9647 2.9063 2.4720
1.1084 2.0072 2.9230 2.5145
1.1250 2.0506 2.9396 2.5579
1.1418 2.0936 2.9564 2.6009
1.1584 2.1374 2.9730 2.6447
1.1751 2.1808 2.9897 2.6881
1.1917 2.2241 3.0063 2.7314
1.2084 2.2664 3.0230 2.7738
1.2250 2.3089 3.0396 2.8162
1.2417 2.3527 3.0563 2.8600
1.2584 2.3954 3.0730 2.9027
1.2751 2.4393 3.0897 2.9467
1.2917 2.4823 3.1063 2.9896
1.3084 2.5267 3.1230 3.0340
1.3250 2.5714 3.1396 3.0787
1.3418 2.6162 3.1564 3.1235
1.3584 2.6606 3.1730 3.1680
1.3751 2.7043 3.1897 3.2116
1.3917 2.7483 3.2063 3.2556
1.4084 2.7920 3.2230 3.2993
1.4251 2.8355 3.2397 3.3428
1.4418 2.8805 3.2564 3.3878
1.4584 2.9239 3.2730 3.4312
1.4751 2.9687 3.2897 3.4760
1.4917 3.0124 3.3063 3.5197
1.5084 3.0563 3.3230 3.5636
1.5251 3.1023 3.3397 3.6096
1.5418 3.1466 3.3564 3.6540
1.5584 3.1908 3.3730 3.6981
1.5751 3.2360 3.3897 3.7433
1.5918 3.2805 3.4064 3.7878
1.6084 3.3243 3.4230 3.8316
1.6251 3.3689 3.4397 3.8763
1.6417 3.4139 3.4563 3.9212
1.6584 3.4611 3.4730 3.9684
1.6751 3.5065 3.4897 4.0138
1.6918 3.5539 3.5064 4.0612
1.7084 3.6014 3.5230 4.1087
1.7251 3.6489 3.5397 4.1562
1.7417 3.6951 3.5563 4.2024
1.7584 3.7434 3.5730 4.2507
1.7750 3.7906 3.5896 4.2979
1.7917 3.8404 3.6063 4.3477
1.8084 3.8895 3.6230 4.3968
1.8251 3.9389 3.6397 4.4462
1.8418 3.9889 3.6564 4.4962
1.8584 4.0381 3.6730 4.5455
1.8751 4.0878 3.6897 4.5951
1.8918 4.1371 3.7064 4.6444
1.9084 4.1852 3.7230 4.6925
1.9251 4.2345 3.7397 4.7418
1.9418 4.2848 3.7564 4.7921
1.9584 4.3346 3.7730 4.8419
1.9751 4.3853 3.7897 4.8926
1.9918 4.4351 3.8064 4.9424
2.0084 4.4846 3.8230 4.9919
2.0251 4.5356 3.8397 5.0429
2.0417 4.5853 3.8563 5.0926
2.0584 4.6357 3.8730 5.1430
2.0751 4.6858 3.8897 5.1931
2.0918 4.7353 3.9064 5.2426
2.1084 4.7864 3.9230 5.2937
2.1251 4.8374 3.9397 5.3447
2.1417 4.8884 3.9563 5.3957
2.1584 4.9405 3.9730 5.4478
2.1751 4.9906 3.9897 5.4979
2.1917 5.0407 4.0063 5.5480
2.2084 5.0919 4.0230 5.5992
2.2251 5.1418 4.0397 5.6491
2.2418 5.1928 4.0564 5.7001
2.2585 5.2439 4.0731 5.7512
2.2751 5.2933 4.0897 5.8006
2.2917 5.3439 4.1063 5.8512
2.3084 5.3947 4.1230 5.9020
2.3251 5.4473 4.1397 5.9546
2.3417 5.4984 4.1563 6.0058
2.3585 5.5502 4.1731 6.0575
2.3751 5.6002 4.1897 6.1075
2.3918 5.6518 4.2064 6.1591
2.4084 5.7004 4.2230 6.2077
2.4250 5.7501 4.2396 6.2574
2.4417 5.8008 4.2563 6.3081
2.4584 5.8511 4.2730 6.3584
2.4750 5.9030 4.2896 6.4103
2.4918 5.9548 4.3064 6.4621
2.5084 6.0051 4.3230 6.5124
2.5251 6.0585 4.3397 6.5658
2.5418 6.1082 4.3564 6.6155
2.5584 6.1599 4.3730 6.6672
2.5751 6.2109 4.3897 6.7182
2.5917 6.2612 4.4063 6.7685
2.6084 6.3118 4.4230 6.8192
2.6251 6.3631 4.4397 6.8704
2.6418 6.4144 4.4564 6.9217
2.6584 6.4666 4.4730 6.9739
2.6751 6.5164 4.4897 7.0237
2.6917 6.5686 4.5063 7.0759
2.7084 6.6210 4.5230 7.1283
2.7251 6.6721 4.5397 7.1794
2.7417 6.7242 4.5563 7.2315
2.7585 6.7766 4.5731 7.2839
2.7751 6.8266 4.5897 7.3339
2.7917 6.8782 4.6063 7.3855
2.8084 6.9295 4.6230 7.4368
2.8251 6.9810 4.6397 7.4883
2.8418 7.0333 4.6564 7.5406
2.8584 7.0834 4.6730 7.5907
2.8750 7.1340 4.6896 7.6413
2.8918 7.1865 4.7064 7.6938
2.9084 7.2370 4.7230 7.7443
2.9251 7.2894 4.7397 7.7967
2.9418 7.3402 4.7564 7.8475
2.9584 7.3931 4.7730 7.9004
2.9751 7.4456 4.7897 7.9529
2.9918 7.4959 4.8064 8.0032
3.0084 7.5469 4.8230 8.0542
3.0251 7.5992 4.8397 8.1065
3.0418 7.6509 4.8564 8.1583
3.0584 7.7017 4.8730 8.2090
3.0751 7.7512 4.8897 8.2585
3.0918 7.8010 4.9064 8.3084
3.1084 7.8520 4.9230 8.3593
3.1251 7.9031 4.9397 8.4104
3.1417 7.9539 4.9563 8.4612
3.1585 8.0073 4.9731 8.5146
3.1751 8.0579 4.9897 8.5653
3.1918 8.1091 5.0064 8.6164
3.2084 8.1594 5.0230 8.6668
3.2251 8.2090 5.0397 8.7163
3.2417 8.2593 5.0563 8.7666
3.2584 8.3090 5.0730 8.8163
3.2750 8.3585 5.0896 8.8658
3.2918 8.4099 5.1064 8.9173
3.3084 8.4600 5.1230 8.9673
3.3251 8.5100 5.1397 9.0173
3.3418 8.5594 5.1564 9.0667
3.3584 8.6080 5.1730 9.1153
3.3751 8.6569 5.1897 9.1642
3.3917 8.7053 5.2063 9.2127
3.4084 8.7525 5.2230 9.2598
3.4251 8.8007 5.2397 9.3080
3.4418 8.8485 5.2564 9.3558
3.4584 8.8958 5.2730 9.4031
3.4751 8.9445 5.2897 9.4518
3.4918 8.9920 5.3064 9.4993
3.5084 9.0397 5.3230 9.5470
3.5251 9.0894 5.3397 9.5967
3.5417 9.1367 5.3563 9.6441
3.5584 9.1854 5.3730 9.6927
3.5751 9.2345 5.3897 9.7418
3.5918 9.2822 5.4064 9.7895
3.6084 9.3393 5.4230 9.8466
3.6251 9.4006 5.4397 9.9079
3.6418 9.4621 5.4564 9.9694
3.6584 9.5263 5.4730 10.0336
3.6751 9.5882 5.4897 10.0955
3.6917 9.6500 5.5063 10.1573
3.7084 9.7146 5.5230 10.2219
3.7251 9.7769 5.5397 10.2842
3.7418 9.8405 5.5564 10.3478
3.7584 9.9042 5.5730 10.4115
3.7751 9.9685 5.5897 10.4759
3.7917 10.0343 5.6063 10.5416
3.8084 10.1018 5.6230 10.6091
3.8251 10.1705 5.6397 10.6778
3.8418 10.2407 5.6564 10.7480
3.8585 10.3081 5.6731 10.8154
3.8751 10.3764 5.6897 10.8837
3.8918 10.4459 5.7064 10.9532
3.9084 10.5147 5.7230 11.0220
3.9250 10.5850 5.7396 11.0923
3.9418 10.6560 5.7564 11.1633
3.9584 10.7271 5.7730 11.2344
3.9751 10.8077 5.7897 11.3150
3.9918 10.8907 5.8064 11.3980
4.0085 10.9793 5.8231 11.4866
4.0251 11.0684 5.8397 11.5757
4.0418 11.1585 5.8564 11.6658
4.0584 11.2490 5.8730 11.7563
4.0751 11.3425 5.8897 11.8499
4.0917 11.4334 5.9063 11.9408
4.1084 11.5300 5.9230 12.0373
4.1251 11.6279 5.9397 12.1353
4.1418 11.7281 5.9564 12.2355
4.1584 11.8302 5.9730 12.3375
4.1751 11.9323 5.9897 12.4397
4.1917 12.0347 6.0063 12.5420
4.2084 12.1387 6.0230 12.6460
4.2250 12.2415 6.0396 12.7488
4.2418 12.3486 6.0564 12.8559
4.2584 12.4553 6.0730 12.9627
4.2751 12.5655 6.0897 13.0728
4.2917 12.6769 6.1063 13.1842
4.3084 12.7895 6.1230 13.2968
4.3250 12.9035 6.1396 13.4108
4.3418 13.0177 6.1564 13.5250
4.3584 13.1308 6.1730 13.6381
4.3751 13.2529 6.1897 13.7603
4.3918 13.3795 6.2064 13.8868
4.4084 13.5068 6.2230 14.0141
4.4251 13.6369 6.2397 14.1442
4.4417 13.7684 6.2563 14.2757
4.4584 13.9002 6.2730 14.4075
4.4751 14.0369 6.2897 14.5442
4.4917 14.1742 6.3063 14.6816
4.5084 14.3133 6.3230 14.8206
4.5251 14.4563 6.3397 14.9636
4.5418 14.5979 6.3564 15.1052
4.5584 14.7402 6.3730 15.2475
4.5751 14.8854 6.3897 15.3928
4.5917 15.0292 6.4063 15.5365
4.6084 15.1791 6.4230 15.6864
4.6250 15.3313 6.4396 15.8386
4.6418 15.4939 6.4564 16.0013
4.6584 15.6653 6.4730 16.1726
4.6751 15.8366 6.4897 16.3439
4.6917 16.0113 6.5063 16.5186
4.7084 16.1928 6.5230 16.7001
4.7251 16.3723 6.5397 16.8796
4.7417 16.5568 6.5563 17.0641
4.7584 16.7446 6.5730 17.2520
4.7751 16.9374 6.5897 17.4447
4.7918 17.1338 6.6064 17.6411
4.8084 17.3343 6.6230 17.8416
4.8251 17.5398 6.6397 18.0471
4.8418 17.7538 6.6564 18.2611
4.8584 17.9684 6.6730 18.4757
4.8750 18.1889 6.6896 18.6962
4.8917 18.4161 6.7063 18.9234
4.9084 18.6478 6.7230 19.1552
4.9250 18.8866 6.7396 19.3939
4.9418 19.1295 6.7564 19.6368
4.9584 19.3694 6.7730 19.8768
4.9667 19.4928 6.7813 20.0001
4.9667 19.4934 6.7813 20.0007
4.9508 19.3096 6.7654 19.8170
4.9404 19.0593 6.7550 19.5666
4.9307 18.8089 6.7453 19.3162
4.9206 18.5588 6.7352 19.0661
4.9102 18.3085 6.7248 18.8158
4.8993 18.0585 6.7139 18.5658
4.8880 17.8081 6.7026 18.3154
4.8764 17.5575 6.6910 18.0648
4.8645 17.3069 6.6791 17.8142
4.8519 17.0565 6.6665 17.5638
4.8390 16.8060 6.6536 17.3134
4.8258 16.5558 6.6404 17.0631
4.8120 16.3056 6.6266 16.8129
4.7976 16.0551 6.6122 16.5624
4.7831 15.8049 6.5977 16.3122
4.7680 15.5546 6.5826 16.0620
4.7523 15.3045 6.5669 15.8118
4.7364 15.0544 6.5510 15.5617
4.7199 14.8042 6.5345 15.3115
4.7033 14.5537 6.5179 15.0610
4.6866 14.3065 6.5012 14.8138
4.6700 14.0691 6.4846 14.5764
4.6533 13.8340 6.4679 14.3413
4.6366 13.6050 6.4512 14.1123
4.6199 13.3832 6.4345 13.8905
4.6032 13.1735 6.4178 13.6808
4.5866 12.9730 6.4012 13.4803
4.5700 12.7771 6.3846 13.2844
4.5533 12.5799 6.3679 13.0872
4.5366 12.3868 6.3512 12.8942
4.5199 12.1935 6.3345 12.7009
4.5033 12.0060 6.3179 12.5133
4.4866 11.8241 6.3012 12.3314
4.4699 11.6456 6.2845 12.1529
4.4532 11.4704 6.2678 11.9778
4.4366 11.3007 6.2512 11.8081
4.4199 11.1318 6.2345 11.6391
4.4033 10.9694 6.2179 11.4767
4.3866 10.8127 6.2012 11.3200
4.3700 10.6617 6.1846 11.1690
4.3532 10.5149 6.1678 11.0222
4.3366 10.3731 6.1512 10.8804
4.3199 10.2340 6.1345 10.7413
4.3033 10.0995 6.1179 10.6068
4.2866 9.9647 6.1012 10.4721
4.2700 9.8359 6.0846 10.3432
4.2532 9.7074 6.0678 10.2147
4.2366 9.5814 6.0512 10.0887
4.2199 9.4582 6.0345 9.9655
4.2033 9.3430 6.0179 9.8503
4.1866 9.2309 6.0012 9.7382
4.1700 9.1253 5.9846 9.6326
4.1532 9.0189 5.9678 9.5263
4.1366 8.9180 5.9512 9.4253
4.1199 8.8171 5.9345 9.3244
4.1032 8.7196 5.9178 9.2269
4.0866 8.6251 5.9012 9.1324
4.0700 8.5328 5.8846 9.0401
4.0532 8.4399 5.8678 8.9472
4.0366 8.3529 5.8512 8.8602
4.0199 8.2646 5.8345 8.7719
4.0033 8.1803 5.8179 8.6876
3.9866 8.0966 5.8012 8.6039
3.9699 8.0153 5.7845 8.5226
3.9532 7.9370 5.7678 8.4443
3.9366 7.8641 5.7512 8.3714
3.9199 7.7913 5.7345 8.2986
3.9033 7.7210 5.7179 8.2283
3.8866 7.6502 5.7012 8.1575
3.8700 7.5796 5.6846 8.0869
3.8532 7.5110 5.6678 8.0183
3.8366 7.4419 5.6512 7.9492
3.8199 7.3732 5.6345 7.8805
3.8033 7.3079 5.6179 7.8152
3.7866 7.2424 5.6012 7.7497
3.7699 7.1781 5.5845 7.6854
3.7532 7.1161 5.5678 7.6234
3.7366 7.0526 5.5512 7.5599
3.7199 6.9913 5.5345 7.4986
3.7033 6.9296 5.5179 7.4369
3.6866 6.8676 5.5012 7.3749
3.6700 6.8096 5.4846 7.3169
3.6532 6.7495 5.4678 7.2568
3.6366 6.6905 5.4512 7.1978
3.6199 6.6334 5.4345 7.1408
3.6032 6.5767 5.4178 7.0840
3.5866 6.5260 5.4012 7.0333
3.5699 6.4761 5.3845 6.9834
3.5532 6.4245 5.3678 6.9318
3.5366 6.3756 5.3512 6.8829
3.5199 6.3243 5.3345 6.8316
3.5033 6.2750 5.3179 6.7823
3.4866 6.2264 5.3012 6.7337
3.4699 6.1779 5.2845 6.6852
3.4532 6.1288 5.2678 6.6361
3.4366 6.0814 5.2512 6.5887
