"Disp (mm)" "Load (kN)" "d (raw)" "f (raw)"
0.8881 0.5441 0.8881 0.7929
0.8714 0.5205 0.8714 0.7692
0.8547 0.4960 0.8547 0.7448
0.8380 0.4733 0.8380 0.7221
0.8214 0.4506 0.8214 0.6993
0.8048 0.4278 0.8048 0.6766
0.7881 0.4043 0.7881 0.6530
0.7714 0.3836 0.7714 0.6323
0.7547 0.3616 0.7548 0.6103
0.7380 0.3405 0.7381 0.5892
0.7214 0.3187 0.7214 0.5674
0.7047 0.2965 0.7047 0.5452
0.6880 0.2749 0.6881 0.5237
0.6714 0.2535 0.6714 0.5022
0.6548 0.2316 0.6548 0.4803
0.6380 0.2110 0.6381 0.4598
0.6214 0.1901 0.6214 0.4388
0.6047 0.1687 0.6047 0.4174
0.5904 0.1512 0.5904 0.4000
0.5904 0.1512 0.5904 0.3999
0.6064 0.1677 0.6064 0.4164
0.6237 0.2084 0.6237 0.4572
0.6404 0.2421 0.6404 0.4909
0.6570 0.2738 0.6571 0.5225
0.6737 0.3067 0.6737 0.5555
0.6904 0.3444 0.6904 0.5932
0.7070 0.3793 0.7071 0.6280
0.7238 0.4137 0.7238 0.6625
0.7404 0.4472 0.7404 0.6959
0.7572 0.4804 0.7572 0.7291
0.7738 0.5129 0.7738 0.7616
0.7904 0.5468 0.7904 0.7955
0.8070 0.5797 0.8071 0.8285
0.8237 0.6132 0.8238 0.8619
0.8404 0.6467 0.8404 0.8954
0.8571 0.6792 0.8572 0.9279
0.8738 0.7139 0.8738 0.9626
0.8905 0.7477 0.8905 0.9964
0.9070 0.7814 0.9071 1.0301
0.9237 0.8161 0.9238 1.0648
0.9404 0.8514 0.9404 1.1002
0.9571 0.8872 0.9571 1.1359
0.9737 0.9217 0.9738 1.1705
0.9904 0.9573 0.9905 1.2060
1.0070 0.9914 1.0071 1.2401
1.0238 1.0267 1.0238 1.2754
1.0404 1.0611 1.0405 1.3098
1.0571 1.0954 1.0571 1.3442
1.0738 1.1310 1.0738 1.3797
1.0904 1.1663 1.0904 1.4151
1.1070 1.2021 1.1071 1.4508
1.1238 1.2377 1.1238 1.4864
1.1404 1.2728 1.1405 1.5215
1.1571 1.3076 1.1572 1.5563
1.1738 1.3422 1.1738 1.5910
1.1904 1.3770 1.1904 1.6257
1.2070 1.4119 1.2071 1.6606
1.2237 1.4470 1.2238 1.6957
1.2404 1.4826 1.2404 1.7314
1.2571 1.5186 1.2572 1.7674
1.2738 1.5541 1.2738 1.8029
1.2904 1.5889 1.2905 1.8377
1.3071 1.6233 1.3071 1.8721
1.3238 1.6578 1.3238 1.9065
1.3404 1.6939 1.3404 1.9427
1.3571 1.7285 1.3571 1.9772
1.3737 1.7644 1.3738 2.0131
1.3904 1.7997 1.3905 2.0485
1.4071 1.8342 1.4071 2.0830
1.4238 1.8701 1.4238 2.1188
1.4404 1.9063 1.4405 2.1550
1.4571 1.9416 1.4571 2.1904
1.4737 1.9792 1.4738 2.2280
1.4904 2.0144 1.4904 2.2632
1.5070 2.0507 1.5071 2.2994
1.5238 2.0873 1.5238 2.3361
1.5404 2.1240 1.5405 2.3727
1.5571 2.1602 1.5571 2.4090
1.5738 2.1977 1.5738 2.4464
1.5904 2.2343 1.5904 2.4830
1.6070 2.2717 1.6071 2.5204
1.6237 2.3095 1.6238 2.5583
1.6404 2.3469 1.6404 2.5957
1.6571 2.3844 1.6571 2.6331
1.6738 2.4212 1.6738 2.6699
1.6904 2.4576 1.6904 2.7063
1.7071 2.4953 1.7071 2.7440
1.7238 2.5333 1.7238 2.7820
1.7404 2.5716 1.7405 2.8204
1.7570 2.6104 1.7571 2.8592
1.7737 2.6476 1.7738 2.8964
1.7904 2.6866 1.7905 2.9353
1.8071 2.7241 1.8072 2.9728
1.8238 2.7626 1.8238 3.0113
1.8404 2.8003 1.8405 3.0490
1.8571 2.8384 1.8571 3.0872
1.8737 2.8772 1.8738 3.1259
1.8904 2.9158 1.8904 3.1645
1.9071 2.9557 1.9071 3.2045
1.9238 2.9962 1.9238 3.2449
1.9405 3.0367 1.9405 3.2854
1.9571 3.0765 1.9571 3.3252
1.9738 3.1179 1.9738 3.3667
1.9904 3.1583 1.9905 3.4070
2.0070 3.1980 2.0071 3.4467
2.0237 3.2385 2.0238 3.4872
2.0404 3.2787 2.0405 3.5275
2.0571 3.3196 2.0571 3.5684
2.0738 3.3616 2.0738 3.6103
2.0904 3.4019 2.0904 3.6506
2.1071 3.4430 2.1072 3.6918
2.1237 3.4833 2.1238 3.7320
2.1404 3.5253 2.1404 3.7740
2.1570 3.5663 2.1571 3.8150
2.1738 3.6075 2.1738 3.8562
2.1904 3.6501 2.1904 3.8989
2.2071 3.6925 2.2072 3.9412
2.2238 3.7361 2.2238 3.9848
2.2404 3.7824 2.2405 4.0311
2.2571 3.8268 2.2572 4.0756
2.2737 3.8709 2.2738 4.1196
2.2904 3.9159 2.2904 4.1646
2.3071 3.9607 2.3071 4.2094
2.3237 4.0048 2.3238 4.2536
2.3405 4.0498 2.3405 4.2986
2.3571 4.0927 2.3571 4.3415
2.3738 4.1358 2.3738 4.3845
2.3904 4.1796 2.3905 4.4283
2.4071 4.2225 2.4071 4.4713
2.4237 4.2667 2.4238 4.5154
2.4404 4.3113 2.4405 4.5601
2.4570 4.3548 2.4571 4.6035
2.4738 4.3996 2.4738 4.6484
2.4904 4.4415 2.4904 4.6903
2.5071 4.4850 2.5071 4.7337
2.5237 4.5283 2.5238 4.7770
2.5404 4.5714 2.5405 4.8201
2.5570 4.6151 2.5571 4.8639
2.5738 4.6579 2.5738 4.9067
2.5904 4.7002 2.5904 4.9489
2.6071 4.7438 2.6071 4.9925
2.6101 4.7513 2.6101 5.0000
2.6101 4.7514 2.6102 5.0001
2.5942 4.7071 2.5943 4.9558
2.5769 4.6141 2.5770 4.8629
2.5601 4.5243 2.5601 4.7730
2.5434 4.4385 2.5434 4.6872
2.5267 4.3563 2.5267 4.6050
2.5100 4.2772 2.5101 4.5259
2.4934 4.2002 2.4934 4.4489
2.4768 4.1269 2.4768 4.3756
2.4601 4.0537 2.4601 4.3024
2.4434 3.9824 2.4434 4.2312
2.4267 3.9115 2.4268 4.1603
2.4101 3.8418 2.4101 4.0905
2.3934 3.7751 2.3934 4.0238
2.3768 3.7096 2.3768 3.9583
2.3600 3.6449 2.3601 3.8936
2.3434 3.5811 2.3434 3.8299
2.3267 3.5178 2.3268 3.7665
2.3101 3.4587 2.3101 3.7074
2.2934 3.4007 2.2934 3.6494
2.2768 3.3438 2.2768 3.5925
2.2601 3.2892 2.2601 3.5380
2.2434 3.2354 2.2434 3.4841
2.2267 3.1835 2.2268 3.4323
2.2100 3.1330 2.2100 3.3817
2.1934 3.0845 2.1934 3.3333
2.1767 3.0369 2.1768 3.2856
2.1600 2.9898 2.1601 3.2385
2.1434 2.9433 2.1434 3.1920
2.1267 2.8975 2.1268 3.1462
2.1101 2.8524 2.1101 3.1012
2.0934 2.8072 2.0934 3.0560
2.0767 2.7641 2.0768 3.0128
2.0600 2.7200 2.0601 2.9687
2.0434 2.6780 2.0434 2.9268
2.0267 2.6357 2.0267 2.8844
2.0101 2.5941 2.0102 2.8429
1.9934 2.5537 1.9934 2.8024
1.9767 2.5126 1.9768 2.7614
1.9600 2.4710 1.9601 2.7197
1.9434 2.4315 1.9434 2.6802
1.9267 2.3918 1.9268 2.6405
1.9101 2.3518 1.9101 2.6006
1.8934 2.3137 1.8934 2.5624
1.8767 2.2754 1.8768 2.5241
1.8601 2.2380 1.8601 2.4867
1.8434 2.2012 1.8434 2.4499
1.8267 2.1634 1.8268 2.4121
1.8101 2.1270 1.8101 2.3758
1.7934 2.0909 1.7934 2.3397
1.7767 2.0553 1.7767 2.3040
1.7600 2.0206 1.7601 2.2694
1.7434 1.9859 1.7434 2.2346
1.7268 1.9509 1.7268 2.1997
1.7100 1.9161 1.7101 2.1648
1.6934 1.8811 1.6934 2.1298
1.6767 1.8475 1.6767 2.0963
1.6601 1.8147 1.6601 2.0634
1.6434 1.7811 1.6434 2.0299
1.6267 1.7492 1.6268 1.9979
1.6100 1.7167 1.6101 1.9654
1.5934 1.6836 1.5934 1.9323
1.5767 1.6529 1.5767 1.9017
1.5601 1.6210 1.5601 1.8697
1.5433 1.5897 1.5434 1.8385
1.5267 1.5574 1.5268 1.8061
1.5100 1.5254 1.5100 1.7741
1.4934 1.4944 1.4934 1.7431
1.4767 1.4636 1.4768 1.7124
1.4601 1.4324 1.4601 1.6811
1.4434 1.4018 1.4434 1.6505
1.4268 1.3716 1.4268 1.6204
1.4100 1.3410 1.4101 1.5898
1.3934 1.3114 1.3934 1.5601
1.3767 1.2809 1.3768 1.5297
1.3600 1.2518 1.3601 1.5006
1.3434 1.2214 1.3434 1.4701
1.3267 1.1917 1.3268 1.4404
1.3100 1.1619 1.3101 1.4106
1.2934 1.1329 1.2935 1.3817
1.2767 1.1033 1.2768 1.3520
1.2600 1.0754 1.2601 1.3242
1.2434 1.0470 1.2434 1.2957
1.2268 1.0183 1.2268 1.2670
1.2100 0.9916 1.2101 1.2403
1.1934 0.9631 1.1934 1.2118
1.1768 0.9359 1.1768 1.1846
1.1601 0.9094 1.1601 1.1581
1.1434 0.8812 1.1434 1.1299
1.1267 0.8545 1.1268 1.1032
1.1100 0.8281 1.1101 1.0769
1.0934 0.8018 1.0934 1.0505
1.0767 0.7767 1.0767 1.0254
1.0601 0.7517 1.0601 1.0004
1.0434 0.7264 1.0434 0.9751
1.0267 0.7016 1.0268 0.9503
1.0100 0.6762 1.0100 0.9249
0.9934 0.6515 0.9934 0.9003
0.9767 0.6280 0.9768 0.8768
0.9601 0.6040 0.9601 0.8527
0.9434 0.5788 0.9434 0.8275
0.9267 0.5550 0.9268 0.8037
0.9100 0.5304 0.9101 0.7791
0.8934 0.5081 0.8934 0.7568
0.8767 0.4840 0.8767 0.7327
0.8600 0.4612 0.8600 0.7100
0.8434 0.4380 0.8434 0.6867
0.8268 0.4153 0.8268 0.6640
0.8100 0.3932 0.8101 0.6419
0.7934 0.3721 0.7934 0.6209
0.7767 0.3502 0.7768 0.5990
0.7600 0.3279 0.7601 0.5766
0.7433 0.3056 0.7434 0.5544
0.7267 0.2840 0.7267 0.5327
0.7100 0.2624 0.7101 0.5111
0.6934 0.2413 0.6934 0.4900
0.6767 0.2204 0.6767 0.4692
0.6600 0.1993 0.6601 0.4480
0.6434 0.1779 0.6434 0.4266
0.6267 0.1567 0.6268 0.4055
0.6221 0.1513 0.6221 0.4000
0.6220 0.1512 0.6221 0.3999
0.6220 0.1511 0.6220 0.3998
0.6380 0.1683 0.6380 0.4171
0.6552 0.2076 0.6553 0.4564
0.6720 0.2419 0.6720 0.4907
0.6887 0.2733 0.6888 0.5221
0.7054 0.3068 0.7054 0.5555
0.7221 0.3444 0.7221 0.5932
0.7387 0.3794 0.7387 0.6281
0.7554 0.4138 0.7555 0.6625
0.7720 0.4456 0.7721 0.6944
0.7887 0.4792 0.7887 0.7279
0.8053 0.5132 0.8054 0.7620
0.8220 0.5456 0.8221 0.7943
0.8387 0.5790 0.8387 0.8277
0.8554 0.6127 0.8554 0.8615
0.8720 0.6453 0.8721 0.8941
0.8888 0.6790 0.8888 0.9277
0.9054 0.7132 0.9054 0.9619
0.9220 0.7479 0.9220 0.9966
0.9387 0.7820 0.9387 1.0307
0.9554 0.8168 0.9554 1.0655
0.9720 0.8522 0.9721 1.1010
0.9888 0.8879 0.9888 1.1366
1.0054 0.9226 1.0054 1.1714
1.0221 0.9588 1.0221 1.2075
1.0387 0.9923 1.0388 1.2411
1.0554 1.0274 1.0554 1.2762
1.0720 1.0630 1.0721 1.3117
1.0887 1.0982 1.0888 1.3469
1.1054 1.1336 1.1054 1.3824
1.1221 1.1702 1.1221 1.4190
1.1387 1.2048 1.1388 1.4536
1.1554 1.2395 1.1555 1.4883
1.1720 1.2753 1.1721 1.5240
1.1886 1.3091 1.1887 1.5579
1.2054 1.3462 1.2054 1.5949
1.2220 1.3805 1.2221 1.6292
1.2387 1.4167 1.2387 1.6654
1.2554 1.4520 1.2555 1.7007
1.2721 1.4869 1.2721 1.7356
1.2887 1.5228 1.2888 1.7715
1.3054 1.5582 1.3054 1.8069
1.3220 1.5933 1.3221 1.8420
1.3387 1.6283 1.3387 1.8771
1.3554 1.6637 1.3554 1.9124
1.3720 1.6986 1.3720 1.9473
1.3888 1.7349 1.3888 1.9836
1.4054 1.7695 1.4054 2.0182
1.4221 1.8052 1.4221 2.0539
1.4387 1.8411 1.4388 2.0899
1.4554 1.8758 1.4554 2.1246
1.4720 1.9126 1.4720 2.1613
1.4887 1.9483 1.4887 2.1970
1.5053 1.9855 1.5054 2.2343
1.5221 2.0219 1.5221 2.2707
1.5387 2.0576 1.5388 2.3064
1.5554 2.0947 1.5554 2.3434
1.5720 2.1322 1.5721 2.3809
1.5887 2.1683 1.5888 2.4170
1.6054 2.2059 1.6054 2.4546
1.6220 2.2431 1.6221 2.4919
1.6387 2.2806 1.6387 2.5293
1.6554 2.3180 1.6554 2.5668
1.6721 2.3549 1.6721 2.6036
1.6887 2.3919 1.6888 2.6406
1.7054 2.4294 1.7054 2.6781
1.7221 2.4675 1.7221 2.7162
1.7387 2.5057 1.7388 2.7544
1.7554 2.5446 1.7554 2.7933
1.7720 2.5821 1.7721 2.8308
1.7887 2.6216 1.7888 2.8703
1.8054 2.6596 1.8055 2.9083
1.8221 2.6973 1.8221 2.9460
1.8387 2.7352 1.8388 2.9840
1.8554 2.7734 1.8554 3.0221
1.8720 2.8132 1.8720 3.0619
1.8887 2.8525 1.8887 3.1012
1.9054 2.8922 1.9054 3.1410
1.9220 2.9329 1.9221 3.1816
1.9388 2.9738 1.9388 3.2225
1.9554 3.0144 1.9554 3.2631
1.9721 3.0554 1.9721 3.3041
1.9888 3.0953 1.9888 3.3440
2.0054 3.1355 2.0054 3.3842
2.0220 3.1763 2.0220 3.4250
2.0387 3.2169 2.0388 3.4656
2.0554 3.2575 2.0554 3.5062
2.0721 3.2987 2.0721 3.5475
2.0887 3.3395 2.0888 3.5882
2.1054 3.3811 2.1054 3.6298
2.1220 3.4229 2.1221 3.6716
2.1387 3.4634 2.1387 3.7121
2.1554 3.5048 2.1554 3.7535
2.1720 3.5459 2.1721 3.7946
2.1887 3.5878 2.1887 3.8365
2.2054 3.6318 2.2054 3.8805
2.2220 3.6757 2.2221 3.9244
2.2388 3.7213 2.2388 3.9700
2.2554 3.7668 2.2554 4.0155
2.2720 3.8102 2.2721 4.0589
2.2887 3.8565 2.2887 4.1052
2.3054 3.9011 2.3054 4.1498
2.3220 3.9456 2.3221 4.1944
2.3388 3.9904 2.3388 4.2391
2.3554 4.0335 2.3554 4.2822
2.3721 4.0769 2.3721 4.3257
2.3887 4.1214 2.3888 4.3702
2.4054 4.1643 2.4054 4.4130
2.4220 4.2089 2.4220 4.4576
2.4388 4.2535 2.4388 4.5022
2.4554 4.2979 2.4554 4.5467
2.4721 4.3411 2.4721 4.5898
2.4887 4.3845 2.4887 4.6332
2.5054 4.4277 2.5054 4.6764
2.5220 4.4713 2.5221 4.7200
2.5387 4.5160 2.5388 4.7647
2.5554 4.5595 2.5554 4.8082
2.5720 4.6032 2.5721 4.8520
2.5887 4.6456 2.5887 4.8943
2.6054 4.6907 2.6054 4.9394
2.6220 4.7339 2.6221 4.9826
2.6388 4.7769 2.6388 5.0256
2.6554 4.8208 2.6554 5.0695
2.6720 4.8620 2.6721 5.1107
2.6887 4.9034 2.6887 5.1521
2.7054 4.9459 2.7054 5.1946
2.7220 4.9882 2.7220 5.2370
2.7388 5.0316 2.7388 5.2803
2.7554 5.0742 2.7554 5.3229
2.7720 5.1155 2.7721 5.3643
2.7887 5.1563 2.7887 5.4050
2.8054 5.1977 2.8054 5.4464
2.8220 5.2391 2.8220 5.4878
2.8387 5.2793 2.8387 5.5280
2.8553 5.3185 2.8554 5.5672
2.8721 5.3597 2.8721 5.6084
2.8887 5.4015 2.8888 5.6503
2.9054 5.4426 2.9055 5.6914
2.9220 5.4845 2.9221 5.7332
2.9388 5.5245 2.9388 5.7732
2.9554 5.5639 2.9554 5.8126
2.9720 5.6041 2.9721 5.8528
2.9887 5.6439 2.9887 5.8927
3.0054 5.6844 3.0054 5.9331
3.0221 5.7236 3.0221 5.9723
3.0388 5.7626 3.0388 6.0113
3.0554 5.8016 3.0554 6.0504
3.0720 5.8421 3.0721 6.0908
3.0887 5.8818 3.0887 6.1305
3.1054 5.9225 3.1054 6.1712
3.1220 5.9618 3.1220 6.2105
3.1387 6.0016 3.1388 6.2504
3.1554 6.0404 3.1554 6.2891
3.1721 6.0791 3.1721 6.3278
3.1887 6.1186 3.1888 6.3673
3.2054 6.1574 3.2054 6.4061
3.2220 6.1971 3.2221 6.4458
3.2387 6.2370 3.2387 6.4857
3.2554 6.2763 3.2554 6.5250
3.2721 6.3157 3.2721 6.5644
3.2888 6.3552 3.2888 6.6039
3.3054 6.4018 3.3055 6.6505
3.3220 6.4721 3.3221 6.7208
3.3387 6.5482 3.3388 6.7970
3.3554 6.6251 3.3554 6.8739
3.3720 6.7055 3.3721 6.9542
3.3887 6.7892 3.3888 7.0379
3.4054 6.8749 3.4054 7.1236
3.4220 6.9625 3.4221 7.2112
3.4387 7.0482 3.4388 7.2969
3.4553 7.1320 3.4554 7.3807
3.4720 7.2168 3.4721 7.4655
3.4888 7.3004 3.4888 7.5491
3.5053 7.3846 3.5054 7.6333
3.5220 7.4699 3.5221 7.7187
3.5387 7.5563 3.5388 7.8050
3.5554 7.6420 3.5554 7.8907
3.5721 7.7271 3.5721 7.9758
3.5888 7.8115 3.5888 8.0603
3.6054 7.8962 3.6054 8.1449
3.6220 7.9794 3.6221 8.2281
3.6387 8.0599 3.6387 8.3086
3.6554 8.1419 3.6554 8.3906
3.6720 8.2229 3.6721 8.4717
3.6887 8.3086 3.6888 8.5573
3.7054 8.4022 3.7054 8.6510
3.7221 8.5139 3.7221 8.7626
3.7387 8.6386 3.7388 8.8873
3.7554 8.7649 3.7554 9.0136
3.7720 8.8915 3.7720 9.1402
3.7887 9.0262 3.7887 9.2749
3.8054 9.1586 3.8054 9.4073
3.8221 9.2919 3.8221 9.5406
3.8388 9.4283 3.8388 9.6770
3.8554 9.5640 3.8555 9.8127
3.8720 9.7001 3.8720 9.9488
3.8887 9.8428 3.8887 10.0915
3.9053 9.9854 3.9054 10.2342
3.9220 10.1324 3.9221 10.3811
3.9387 10.2805 3.9387 10.5292
3.9554 10.4318 3.9554 10.6805
3.9720 10.5849 3.9721 10.8337
3.9888 10.7394 3.9888 10.9881
4.0054 10.8927 4.0054 11.1414
4.0220 11.0504 4.0221 11.2991
4.0387 11.2077 4.0387 11.4564
4.0554 11.3686 4.0554 11.6173
4.0720 11.5329 4.0720 11.7816
4.0888 11.6979 4.0888 11.9466
4.1054 11.8657 4.1054 12.1144
4.1221 12.0376 4.1222 12.2864
4.1387 12.2098 4.1387 12.4586
4.1554 12.3863 4.1554 12.6350
4.1720 12.5605 4.1720 12.8092
4.1887 12.7377 4.1888 12.9864
4.2054 12.9187 4.2054 13.1675
4.2221 13.1005 4.2221 13.3492
4.2387 13.2838 4.2388 13.5325
4.2554 13.4701 4.2555 13.7188
4.2720 13.6559 4.2720 13.9047
4.2887 13.8517 4.2887 14.1004
4.3053 14.0472 4.3054 14.2960
4.3220 14.2486 4.3221 14.4973
4.3387 14.4526 4.3387 14.7013
4.3554 14.6567 4.3554 14.9054
4.3720 14.8622 4.3721 15.1109
4.3888 15.0691 4.3888 15.3179
4.4054 15.2755 4.4054 15.5242
4.4220 15.4829 4.4221 15.7317
4.4387 15.6885 4.4387 15.9372
4.4554 15.8967 4.4554 16.1454
4.4720 16.1071 4.4721 16.3559
4.4888 16.3167 4.4888 16.5654
4.5054 16.5249 4.5054 16.7736
4.5221 16.7361 4.5221 16.9849
4.5387 16.9472 4.5387 17.1959
4.5554 17.1650 4.5554 17.4137
4.5720 17.3896 4.5720 17.6383
4.5887 17.6205 4.5888 17.8692
4.6053 17.8561 4.6054 18.1048
4.6221 18.0949 4.6221 18.3436
4.6387 18.3330 4.6388 18.5817
4.6554 18.5728 4.6554 18.8215
4.6720 18.8033 4.6721 19.0520
4.6887 19.0363 4.6887 19.2850
4.7054 19.2722 4.7054 19.5209
4.7220 19.5094 4.7220 19.7581
4.7387 19.7540 4.7387 20.0027
4.7554 19.9958 4.7554 20.2445
4.7720 20.2329 4.7721 20.4816
4.7887 20.4763 4.7888 20.7250
4.8054 20.7151 4.8054 20.9638
4.8220 20.9553 4.8221 21.2040
4.8387 21.1975 4.8387 21.4462
4.8554 21.4381 4.8554 21.6869
4.8720 21.6799 4.8720 21.9286
4.8888 21.9275 4.8888 22.1763
4.9054 22.1706 4.9054 22.4193
4.9220 22.4207 4.9221 22.6695
4.9387 22.6675 4.9388 22.9163
4.9554 22.9124 4.9554 23.1611
4.9720 23.1581 4.9720 23.4068
4.9887 23.4028 4.9888 23.6515
5.0054 23.6532 5.0054 23.9020
5.0221 23.9033 5.0222 24.1520
5.0388 24.1478 5.0388 24.3966
5.0554 24.3959 5.0554 24.6446
5.0721 24.6454 5.0721 24.8941
5.0887 24.8956 5.0888 25.1443
5.1052 25.1458 5.1052 25.3945
5.1218 25.3962 5.1218 25.6450
5.1383 25.6463 5.1383 25.8950
5.1548 25.8967 5.1548 26.1455
5.1715 26.1455 5.1715 26.3942
5.1880 26.3959 5.1880 26.6447
5.2043 26.6460 5.2044 26.8947
5.2208 26.8964 5.2209 27.1452
5.2372 27.1468 5.2372 27.3956
5.2538 27.3971 5.2538 27.6458
5.2704 27.6472 5.2705 27.8959
5.2870 27.8974 5.2870 28.1462
5.3036 28.1476 5.3036 28.3963
5.3201 28.3979 5.3202 28.6466
5.3366 28.6484 5.3366 28.8971
5.3532 28.8953 5.3532 29.1440
5.3698 29.1423 5.3698 29.3910
5.3865 29.3920 5.3865 29.6408
5.4028 29.6424 5.4029 29.8912
5.4190 29.8927 5.4191 30.1415
5.4354 30.1429 5.4354 30.3916
5.4520 30.3900 5.4520 30.6387
5.4685 30.6404 5.4686 30.8891
5.4852 30.8906 5.4852 31.1393
5.5018 31.1397 5.5018 31.3885
5.5184 31.3899 5.5184 31.6386
5.5351 31.6386 5.5352 31.8874
5.5517 31.8888 5.5517 32.1375
5.5682 32.1392 5.5683 32.3880
5.5848 32.3887 5.5849 32.6375
5.6012 32.6389 5.6012 32.8876
5.6176 32.8893 5.6176 33.1381
5.6338 33.1394 5.6338 33.3881
5.6503 33.3895 5.6503 33.6382
5.6669 33.6398 5.6669 33.8885
5.6835 33.8893 5.6835 34.1381
5.6998 34.1397 5.6998 34.3884
5.7161 34.3900 5.7162 34.6387
5.7322 34.6400 5.7322 34.8888
5.7482 34.8904 5.7482 35.1391
5.7644 35.1407 5.7645 35.3895
5.7805 35.3912 5.7806 35.6400
5.7965 35.6417 5.7965 35.8904
5.8127 35.8919 5.8128 36.1406
5.8286 36.1423 5.8286 36.3911
5.8447 36.3924 5.8447 36.6411
5.8609 36.6427 5.8609 36.8914
5.8770 36.8929 5.8770 37.1417
5.8930 37.1432 5.8931 37.3919
5.9092 37.3936 5.9092 37.6423
5.9252 37.6438 5.9252 37.8926
5.9413 37.8943 5.9414 38.1430
5.9572 38.1443 5.9572 38.3930
5.9728 38.3945 5.9728 38.6432
5.9887 38.6445 5.9887 38.8932
6.0044 38.8947 6.0044 39.1434
6.0202 39.1447 6.0203 39.3935
6.0362 39.3952 6.0362 39.6439
6.0522 39.6453 6.0522 39.8941
6.0680 39.8954 6.0680 40.1441
6.0838 40.1458 6.0839 40.3945
6.0995 40.3959 6.0996 40.6447
6.1153 40.6462 6.1153 40.8949
6.1311 40.8967 6.1312 41.1454
6.1469 41.1470 6.1470 41.3957
6.1627 41.3972 6.1628 41.6460
6.1784 41.6474 6.1785 41.8962
6.1944 41.8975 6.1944 42.1462
6.2104 42.1475 6.2104 42.3962
6.2262 42.3979 6.2262 42.6466
6.2419 42.6479 6.2420 42.8967
6.2579 42.8984 6.2580 43.1472
6.2741 43.1490 6.2741 43.3977
6.2901 43.3996 6.2901 43.6483
6.3060 43.6496 6.3060 43.8983
6.3220 43.8998 6.3220 44.1485
6.3378 44.1499 6.3378 44.3986
6.3537 44.4003 6.3537 44.6490
6.3696 44.6504 6.3697 44.8991
6.3856 44.9005 6.3857 45.1493
6.4020 45.1511 6.4020 45.3998
6.4180 45.4013 6.4180 45.6500
6.4344 45.6515 6.4344 45.9002
6.4509 45.9018 6.4509 46.1506
6.4671 46.1523 6.4672 46.4011
6.4835 46.4024 6.4835 46.6511
6.4999 46.6526 6.4999 46.9014
6.5165 46.9028 6.5165 47.1515
6.5332 47.1511 6.5332 47.3998
6.5498 47.3994 6.5498 47.6481
6.5665 47.6487 6.5666 47.8974
6.5832 47.8981 6.5832 48.1468
6.5994 48.1486 6.5995 48.3973
6.6157 48.3989 6.6157 48.6476
6.6316 48.6489 6.6316 48.8976
6.6476 48.8992 6.6477 49.1479
6.6640 49.1493 6.6640 49.3981
6.6805 49.3998 6.6805 49.6485
6.6969 49.6502 6.6970 49.8989
6.7136 49.9005 6.7136 50.1492
6.7298 50.1508 6.7298 50.3995
6.7461 50.4009 6.7462 50.6496
6.7626 50.6514 6.7627 50.9001
6.7792 50.9015 6.7792 51.1502
6.7957 51.1516 6.7957 51.4003
6.8120 51.4017 6.8120 51.6505
6.8282 51.6520 6.8283 51.9007
6.8444 51.9025 6.8444 52.1512
6.8609 52.1527 6.8610 52.4014
6.8774 52.4030 6.8774 52.6517
6.8941 52.6534 6.8941 52.9021
6.9107 52.9025 6.9108 53.1513
6.9271 53.1526 6.9271 53.4013
6.9434 53.4026 6.9435 53.6514
6.9600 53.6527 6.9600 53.9014
6.9762 53.9030 6.9762 54.1517
6.9925 54.1530 6.9926 54.4017
7.0085 54.4034 7.0086 54.6521
7.0248 54.6538 7.0248 54.9025
7.0413 54.9039 7.0414 55.1526
7.0579 55.1544 7.0579 55.4031
7.0744 55.4049 7.0744 55.6537
7.0910 55.6542 7.0910 55.9029
7.1075 55.9043 7.1076 56.1531
7.1241 56.1547 7.1242 56.4034
7.1403 56.4048 7.1404 56.6535
7.1569 56.6552 7.1570 56.9039
7.1736 56.8986 7.1736 57.1473
7.1902 57.1440 7.1903 57.3928
7.2066 57.3944 7.2067 57.6431
7.2232 57.6445 7.2233 57.8932
7.2397 57.8948 7.2397 58.1436
7.2563 58.1392 7.2564 58.3879
7.2731 58.3877 7.2731 58.6364
7.2897 58.6356 7.2898 58.8843
7.3061 58.8858 7.3062 59.1346
7.3227 59.1357 7.3228 59.3845
7.3394 59.3847 7.3395 59.6334
7.3560 59.6214 7.3561 59.8701
7.3727 59.8606 7.3728 60.1094
7.3894 60.1012 7.3894 60.3499
7.4061 60.3498 7.4062 60.5985
7.4227 60.5959 7.4228 60.8446
7.4394 60.8390 7.4395 61.0877
7.4560 61.0769 7.4561 61.3256
7.4728 61.3232 7.4728 61.5719
7.4894 61.5603 7.4894 61.8090
7.5061 61.8023 7.5061 62.0510
7.5227 62.0444 7.5227 62.2931
7.5394 62.2883 7.5395 62.5370
7.5561 62.5276 7.5561 62.7764
7.5728 62.7648 7.5728 63.0136
7.5894 62.9982 7.5894 63.2469
7.6061 63.2378 7.6062 63.4866
7.6228 63.4729 7.6228 63.7216
7.6394 63.7106 7.6394 63.9594
7.6560 63.9484 7.6561 64.1971
7.6728 64.1851 7.6728 64.4338
7.6894 64.4204 7.6894 64.6691
7.7061 64.6535 7.7061 64.9022
7.7227 64.8855 7.7228 65.1342
7.7395 65.1248 7.7395 65.3735
7.7561 65.3548 7.7562 65.6036
7.7727 65.5802 7.7728 65.8289
7.7894 65.8099 7.7894 66.0586
