"Disp (mm)" "Load (kN)" "d (raw)" "f (raw)"
1.8444 2.0429 2.8429 2.3052
1.8277 1.9975 2.8263 2.2598
1.8110 1.9523 2.8096 2.2146
1.7944 1.9063 2.7930 2.1686
1.7777 1.8612 2.7763 2.1236
1.7610 1.8152 2.7596 2.0776
1.7444 1.7709 2.7429 2.0333
1.7277 1.7269 2.7263 1.9892
1.7111 1.6826 2.7096 1.9450
1.6944 1.6397 2.6930 1.9021
1.6777 1.5971 2.6763 1.8594
1.6611 1.5542 2.6596 1.8166
1.6444 1.5106 2.6430 1.7730
1.6277 1.4671 2.6263 1.7295
1.6110 1.4250 2.6096 1.6873
1.5944 1.3830 2.5930 1.6454
1.5777 1.3424 2.5763 1.6047
1.5610 1.3014 2.5596 1.5637
1.5444 1.2623 2.5430 1.5247
1.5278 1.2230 2.5263 1.4854
1.5111 1.1836 2.5096 1.4459
1.4944 1.1454 2.4930 1.4078
1.4777 1.1063 2.4763 1.3687
1.4610 1.0696 2.4596 1.3319
1.4444 1.0303 2.4430 1.2926
1.4277 0.9946 2.4263 1.2569
1.4110 0.9604 2.4096 1.2228
1.3944 0.9269 2.3930 1.1892
1.3778 0.8949 2.3763 1.1572
1.3610 0.8615 2.3596 1.1239
1.3444 0.8299 2.3430 1.0922
1.3277 0.7986 2.3262 1.0609
1.3111 0.7673 2.3096 1.0296
1.2944 0.7362 2.2929 0.9986
1.2778 0.7066 2.2763 0.9689
1.2611 0.6760 2.2597 0.9384
1.2444 0.6464 2.2430 0.9087
1.2277 0.6170 2.2263 0.8794
1.2111 0.5868 2.2096 0.8492
1.1944 0.5582 2.1929 0.8206
1.1777 0.5289 2.1763 0.7912
1.1610 0.5005 2.1596 0.7628
1.1444 0.4730 2.1430 0.7354
1.1277 0.4443 2.1263 0.7066
1.1111 0.4181 2.1096 0.6804
1.0944 0.3927 2.0930 0.6551
1.0778 0.3662 2.0763 0.6286
1.0610 0.3413 2.0596 0.6037
1.0444 0.3171 2.0430 0.5795
1.0277 0.2930 2.0263 0.5554
1.0111 0.2699 2.0096 0.5323
0.9944 0.2466 1.9929 0.5089
0.9778 0.2242 1.9763 0.4866
0.9610 0.2023 1.9596 0.4647
0.9444 0.1798 1.9430 0.4422
0.9277 0.1604 1.9263 0.4228
0.9111 0.1430 1.9096 0.4054
0.9069 0.1376 1.9055 0.4000
0.9069 0.1375 1.9055 0.3999
0.9069 0.1374 1.9054 0.3998
0.9228 0.1505 1.9214 0.4129
0.9402 0.1840 1.9387 0.4463
0.9569 0.2260 1.9554 0.4884
0.9736 0.2679 1.9721 0.5303
0.9902 0.3100 1.9888 0.5724
1.0069 0.3530 2.0055 0.6154
1.0236 0.3966 2.0221 0.6589
1.0403 0.4399 2.0388 0.7023
1.0570 0.4862 2.0555 0.7486
1.0736 0.5332 2.0722 0.7956
1.0902 0.5821 2.0888 0.8444
1.1069 0.6307 2.1055 0.8931
1.1236 0.6784 2.1221 0.9407
1.1402 0.7270 2.1388 0.9894
1.1569 0.7763 2.1554 1.0386
1.1736 0.8251 2.1721 1.0875
1.1903 0.8743 2.1888 1.1367
1.2070 0.9236 2.2055 1.1860
1.2236 0.9754 2.2222 1.2378
1.2403 1.0269 2.2388 1.2893
1.2569 1.0810 2.2554 1.3433
1.2735 1.1376 2.2721 1.3999
1.2902 1.1952 2.2888 1.4575
1.3070 1.2541 2.3055 1.5165
1.3236 1.3141 2.3222 1.5764
1.3403 1.3739 2.3388 1.6362
1.3570 1.4360 2.3555 1.6984
1.3736 1.4980 2.3722 1.7604
1.3902 1.5610 2.3888 1.8234
1.4069 1.6260 2.4055 1.8883
1.4236 1.6906 2.4222 1.9530
1.4402 1.7549 2.4388 2.0173
1.4569 1.8191 2.4554 2.0814
1.4736 1.8831 2.4721 2.1455
1.4903 1.9483 2.4888 2.2107
1.5070 2.0128 2.5055 2.2752
1.5236 2.0764 2.5222 2.3388
1.5402 2.1422 2.5388 2.4046
1.5569 2.2067 2.5555 2.4691
1.5736 2.2718 2.5721 2.5341
1.5903 2.3399 2.5888 2.6023
1.6069 2.4058 2.6055 2.6682
1.6236 2.4707 2.6222 2.7331
1.6403 2.5365 2.6388 2.7989
1.6569 2.6033 2.6555 2.8657
1.6736 2.6698 2.6721 2.9321
1.6902 2.7357 2.6888 2.9981
1.7069 2.8012 2.7055 3.0636
1.7236 2.8699 2.7222 3.1322
1.7403 2.9361 2.7388 3.1984
1.7570 3.0027 2.7555 3.2650
1.7736 3.0696 2.7721 3.3319
1.7903 3.1358 2.7888 3.3981
1.8069 3.2017 2.8054 3.4641
1.8236 3.2694 2.8222 3.5317
1.8402 3.3353 2.8388 3.5977
1.8570 3.4030 2.8555 3.6654
1.8736 3.4702 2.8722 3.7325
1.8903 3.5388 2.8889 3.8011
1.9069 3.6055 2.9055 3.8679
1.9236 3.6737 2.9222 3.9361
1.9402 3.7413 2.9388 4.0037
1.9569 3.8094 2.9555 4.0717
1.9736 3.8759 2.9721 4.1382
1.9903 3.9429 2.9888 4.2053
2.0070 4.0110 3.0055 4.2734
2.0236 4.0785 3.0222 4.3408
2.0402 4.1463 3.0388 4.4086
2.0570 4.2145 3.0555 4.4768
2.0736 4.2809 3.0721 4.5432
2.0903 4.3491 3.0888 4.6115
2.1069 4.4172 3.1054 4.6795
2.1236 4.4854 3.1222 4.7477
2.1403 4.5537 3.1388 4.8160
2.1570 4.6210 3.1555 4.8833
2.1736 4.6894 3.1721 4.9518
2.1903 4.7592 3.1888 5.0216
2.2069 4.8273 3.2055 5.0897
2.2236 4.8979 3.2222 5.1603
2.2402 4.9666 3.2388 5.2290
2.2570 5.0366 3.2555 5.2989
2.2736 5.1049 3.2722 5.3673
2.2903 5.1730 3.2888 5.4354
2.3069 5.2425 3.3055 5.5049
2.3236 5.3121 3.3222 5.5744
2.3402 5.3798 3.3388 5.6422
2.3569 5.4495 3.3555 5.7119
2.3735 5.5181 3.3721 5.7804
2.3903 5.5874 3.3888 5.8498
2.4070 5.6590 3.4055 5.9213
2.4236 5.7282 3.4222 5.9905
2.4402 5.7973 3.4388 6.0597
2.4569 5.8671 3.4555 6.1295
2.4736 5.9353 3.4721 6.1977
2.4902 6.0061 3.4888 6.2685
2.5069 6.0747 3.5054 6.3370
2.5237 6.1449 3.5222 6.4073
2.5403 6.2154 3.5388 6.4778
2.5570 6.2860 3.5555 6.5484
2.5735 6.3552 3.5721 6.6176
2.5902 6.4258 3.5888 6.6881
2.6069 6.4953 3.6055 6.7577
2.6236 6.5644 3.6222 6.8268
2.6402 6.6354 3.6388 6.8978
2.6570 6.7040 3.6555 6.9663
2.6736 6.7731 3.6722 7.0355
2.6903 6.8433 3.6889 7.1056
2.7069 6.9126 3.7055 7.1749
2.7236 6.9832 3.7222 7.2456
2.7403 7.0536 3.7388 7.3159
2.7569 7.1214 3.7554 7.3838
2.7736 7.1925 3.7721 7.4549
2.7903 7.2615 3.7888 7.5239
2.8070 7.3326 3.8055 7.5950
2.8236 7.4021 3.8222 7.6645
2.8402 7.4714 3.8388 7.7338
2.8569 7.5424 3.8555 7.8048
2.8736 7.6134 3.8722 7.8758
2.8902 7.6850 3.8888 7.9473
2.9069 7.7570 3.9054 8.0193
2.9236 7.8292 3.9222 8.0916
2.9402 7.9006 3.9388 8.1629
2.9570 7.9727 3.9555 8.2350
2.9736 8.0426 3.9722 8.3050
2.9903 8.1147 3.9888 8.3771
3.0070 8.1879 4.0055 8.4503
3.0236 8.2582 4.0221 8.5205
3.0402 8.3310 4.0388 8.5934
3.0570 8.4043 4.0555 8.6666
3.0736 8.4766 4.0722 8.7389
3.0903 8.5499 4.0888 8.8122
3.1070 8.6208 4.1055 8.8832
3.1236 8.6941 4.1222 8.9565
3.1403 8.7668 4.1388 9.0291
3.1569 8.8364 4.1554 9.0987
3.1736 8.9081 4.1721 9.1705
3.1903 8.9809 4.1888 9.2432
3.2070 9.0541 4.2055 9.3164
3.2236 9.1281 4.2222 9.3905
3.2403 9.2007 4.2388 9.4631
3.2569 9.2730 4.2555 9.5353
3.2736 9.3462 4.2721 9.6086
3.2902 9.4187 4.2888 9.6811
3.3069 9.4916 4.3055 9.7539
3.3236 9.5655 4.3222 9.8279
3.3403 9.6379 4.3388 9.9003
3.3569 9.7100 4.3555 9.9723
3.3736 9.7836 4.3722 10.0460
3.3902 9.8560 4.3888 10.1184
3.4069 9.9315 4.4055 10.1938
3.4236 10.0053 4.4221 10.2677
3.4402 10.0793 4.4388 10.3417
3.4569 10.1527 4.4555 10.4151
3.4736 10.2233 4.4722 10.4857
3.4902 10.2979 4.4888 10.5603
3.5070 10.3714 4.5055 10.6338
3.5236 10.4450 4.5221 10.7074
3.5402 10.5218 4.5388 10.7841
3.5569 10.5974 4.5554 10.8597
3.5736 10.6743 4.5721 10.9366
3.5902 10.7507 4.5888 11.0131
3.6070 10.8257 4.6055 11.0881
3.6236 10.8996 4.6222 11.1620
3.6403 10.9753 4.6389 11.2377
3.6569 11.0490 4.6555 11.3114
3.6736 11.1236 4.6721 11.3860
3.6902 11.1988 4.6888 11.4612
3.7069 11.2751 4.7055 11.5375
3.7236 11.3510 4.7221 11.6134
3.7403 11.4272 4.7389 11.6896
3.7569 11.5021 4.7555 11.7645
3.7736 11.5784 4.7722 11.8408
3.7902 11.6521 4.7888 11.9145
3.8069 11.7283 4.8055 11.9906
3.8236 11.8051 4.8222 12.0675
3.8403 11.8813 4.8388 12.1437
3.8569 11.9579 4.8554 12.2203
3.8736 12.0366 4.8721 12.2990
3.8902 12.1157 4.8888 12.3781
3.9070 12.1983 4.9055 12.4606
3.9236 12.2788 4.9222 12.5411
3.9402 12.3647 4.9388 12.6271
3.9569 12.4506 4.9555 12.7130
3.9736 12.5383 4.9722 12.8006
3.9902 12.6254 4.9888 12.8877
4.0070 12.7164 5.0056 12.9788
4.0236 12.8057 5.0222 13.0680
4.0403 12.8963 5.0388 13.1586
4.0569 12.9837 5.0554 13.2461
4.0736 13.0723 5.0721 13.3347
4.0902 13.1643 5.0888 13.4266
4.1070 13.2539 5.1055 13.5163
4.1236 13.3435 5.1221 13.6059
4.1403 13.4364 5.1389 13.6987
4.1569 13.5271 5.1555 13.7894
4.1736 13.6196 5.1722 13.8820
4.1903 13.7130 5.1888 13.9754
4.2070 13.8085 5.2055 14.0708
4.2236 13.9062 5.2222 14.1685
4.2403 14.0030 5.2388 14.2654
4.2569 14.1005 5.2554 14.3628
4.2736 14.2015 5.2722 14.4638
4.2903 14.3012 5.2888 14.5636
4.3070 14.4015 5.3055 14.6639
4.3236 14.5021 5.3222 14.7644
4.3403 14.6048 5.3388 14.8672
4.3569 14.7103 5.3554 14.9727
4.3736 14.8172 5.3722 15.0796
4.3902 14.9241 5.3888 15.1865
4.4070 15.0363 5.4055 15.2987
4.4236 15.1457 5.4222 15.4081
4.4403 15.2571 5.4389 15.5195
4.4569 15.3668 5.4555 15.6292
4.4736 15.4751 5.4722 15.7375
4.4902 15.5866 5.4888 15.8489
4.5069 15.6983 5.5055 15.9606
4.5236 15.8095 5.5221 16.0719
4.5403 15.9256 5.5388 16.1879
4.5570 16.0390 5.5555 16.3013
4.5736 16.1525 5.5722 16.4149
4.5903 16.2678 5.5888 16.5302
4.6070 16.3826 5.6055 16.6449
4.6236 16.4983 5.6221 16.7607
4.6402 16.6141 5.6388 16.8765
4.6569 16.7287 5.6555 16.9911
4.6736 16.8471 5.6722 17.1095
4.6903 16.9658 5.6889 17.2282
4.7069 17.0861 5.7055 17.3485
4.7236 17.2088 5.7222 17.4712
4.7403 17.3281 5.7388 17.5904
4.7569 17.4487 5.7555 17.7110
4.7736 17.5707 5.7721 17.8331
4.7902 17.6954 5.7888 17.9578
4.8069 17.8244 5.8055 18.0868
4.8236 17.9541 5.8222 18.2165
4.8403 18.0823 5.8388 18.3447
4.8569 18.2150 5.8555 18.4773
4.8736 18.3491 5.8722 18.6115
4.8902 18.4881 5.8888 18.7505
4.9069 18.6269 5.9055 18.8892
4.9236 18.7728 5.9222 19.0352
4.9403 18.9230 5.9388 19.1854
4.9570 19.0740 5.9555 19.3364
4.9736 19.2234 5.9722 19.4858
4.9903 19.3762 5.9888 19.6386
5.0069 19.5270 6.0055 19.7894
5.0236 19.6785 6.0221 19.9409
5.0402 19.8334 6.0388 20.0958
5.0569 19.9887 6.0555 20.2511
5.0736 20.1438 6.0721 20.4062
5.0903 20.3049 6.0888 20.5673
5.1069 20.4631 6.1055 20.7255
5.1236 20.6244 6.1222 20.8868
5.1403 20.7838 6.1388 21.0461
5.1569 20.9425 6.1555 21.2048
5.1735 21.1037 6.1721 21.3660
5.1902 21.2676 6.1888 21.5299
5.2069 21.4306 6.2055 21.6930
5.2236 21.5987 6.2222 21.8610
5.2403 21.7625 6.2388 22.0249
5.2570 21.9309 6.2555 22.1932
5.2736 22.1005 6.2721 22.3629
5.2903 22.2698 6.2888 22.5321
5.3069 22.4402 6.3054 22.7026
5.3236 22.6146 6.3222 22.8770
5.3402 22.7873 6.3388 23.0497
5.3569 22.9615 6.3554 23.2238
5.3736 23.1342 6.3721 23.3966
5.3903 23.3116 6.3888 23.5740
5.4069 23.4899 6.4055 23.7523
5.4236 23.6645 6.4222 23.9269
5.4402 23.8433 6.4388 24.1057
5.4569 24.0248 6.4555 24.2872
5.4736 24.2046 6.4721 24.4670
5.4903 24.3929 6.4888 24.6552
5.5069 24.5762 6.5055 24.8385
5.5236 24.7606 6.5222 25.0230
5.5402 24.9451 6.5388 25.2075
5.5570 25.1272 6.5555 25.3896
5.5735 25.3085 6.5721 25.5709
5.5902 25.4920 6.5888 25.7544
5.6069 25.6743 6.6055 25.9367
5.6236 25.8566 6.6222 26.1190
5.6403 26.0370 6.6388 26.2993
5.6570 26.2149 6.6555 26.4773
5.6736 26.3920 6.6721 26.6544
5.6902 26.5720 6.6888 26.8344
5.7068 26.7518 6.7054 27.0141
5.7236 26.9401 6.7222 27.2025
5.7403 27.1250 6.7388 27.3874
5.7570 27.3110 6.7555 27.5733
5.7736 27.4937 6.7722 27.7561
5.7903 27.6756 6.7888 27.9379
5.8069 27.8558 6.8054 28.1182
5.8236 28.0381 6.8222 28.3005
5.8402 28.2202 6.8388 28.4826
5.8569 28.4083 6.8555 28.6706
5.8736 28.5915 6.8721 28.8538
5.8903 28.7782 6.8888 29.0405
5.9069 28.9625 6.9055 29.2249
5.9236 29.1448 6.9222 29.4072
5.9402 29.3303 6.9388 29.5927
5.9570 29.5170 6.9555 29.7794
5.9736 29.6963 6.9721 29.9587
5.9902 29.8817 6.9888 30.1441
6.0069 30.0686 7.0055 30.3309
6.0236 30.2558 7.0222 30.5182
6.0402 30.4411 7.0388 30.7034
6.0570 30.6258 7.0555 30.8881
6.0736 30.8101 7.0721 31.0725
6.0903 31.0009 7.0888 31.2633
6.1069 31.1865 7.1054 31.4489
6.1236 31.3763 7.1222 31.6387
6.1402 31.5651 7.1388 31.8275
6.1569 31.7555 7.1555 32.0178
6.1736 31.9451 7.1722 32.2074
6.1903 32.1364 7.1889 32.3987
6.2069 32.3245 7.2054 32.5868
6.2236 32.5193 7.2222 32.7817
6.2403 32.7100 7.2388 32.9724
6.2569 32.9004 7.2554 33.1628
6.2736 33.0916 7.2721 33.3540
6.2903 33.2867 7.2888 33.5491
6.3069 33.4798 7.3055 33.7421
6.3236 33.6750 7.3222 33.9373
6.3402 33.8636 7.3388 34.1260
6.3569 34.0560 7.3555 34.3183
6.3736 34.2474 7.3721 34.5098
6.3902 34.4438 7.3888 34.7062
6.4069 34.6429 7.4054 34.9053
6.4236 34.8410 7.4222 35.1033
6.4403 35.0364 7.4388 35.2988
6.4570 35.2339 7.4555 35.4962
6.4735 35.4264 7.4721 35.6887
6.4903 35.6272 7.4888 35.8896
6.5069 35.8234 7.5055 36.0858
6.5236 36.0195 7.5222 36.2819
6.5402 36.2124 7.5388 36.4748
6.5570 36.4074 7.5555 36.6698
6.5736 36.6042 7.5722 36.8665
6.5903 36.8050 7.5889 37.0674
6.6069 37.0029 7.6055 37.2653
6.6236 37.2063 7.6222 37.4686
6.6403 37.4038 7.6388 37.6661
6.6569 37.6026 7.6554 37.8650
6.6735 37.8054 7.6721 38.0678
6.6903 38.0130 7.6889 38.2753
6.7070 38.2174 7.7055 38.4798
6.7236 38.4231 7.7222 38.6855
6.7403 38.6255 7.7388 38.8879
6.7569 38.8288 7.7555 39.0912
6.7736 39.0354 7.7721 39.2977
6.7902 39.2381 7.7888 39.5005
6.8069 39.4456 7.8054 39.7079
6.8236 39.6526 7.8222 39.9150
6.8403 39.8617 7.8388 40.1240
6.8569 40.0742 7.8555 40.3366
6.8736 40.2866 7.8722 40.5490
6.8903 40.4987 7.8888 40.7610
6.9069 40.7095 7.9055 40.9719
6.9236 40.9157 7.9221 41.1781
6.9402 41.1273 7.9388 41.3897
6.9570 41.3440 7.9555 41.6064
6.9736 41.5549 7.9722 41.8173
6.9902 41.7674 7.9888 42.0298
7.0069 41.9827 8.0055 42.2450
7.0236 42.1995 8.0222 42.4618
7.0402 42.4177 8.0388 42.6800
7.0569 42.6330 8.0555 42.8954
7.0736 42.8511 8.0721 43.1134
7.0903 43.0741 8.0888 43.3365
7.1070 43.2945 8.1055 43.5568
7.1236 43.5174 8.1222 43.7797
7.1403 43.7403 8.1388 44.0027
7.1569 43.9621 8.1555 44.2245
7.1736 44.1856 8.1721 44.4480
7.1902 44.4053 8.1888 44.6677
7.2069 44.6293 8.2054 44.8917
7.2236 44.8612 8.2222 45.1236
7.2403 45.0917 8.2388 45.3540
7.2569 45.3257 8.2555 45.5880
7.2736 45.5617 8.2722 45.8241
7.2903 45.7966 8.2889 46.0590
7.3069 46.0299 8.3055 46.2923
7.3236 46.2641 8.3222 46.5264
7.3402 46.4948 8.3388 46.7572
7.3569 46.7302 8.3555 46.9926
7.3736 46.9636 8.3722 47.2260
7.3902 47.1962 8.3888 47.4586
7.4069 47.4368 8.4055 47.6991
7.4236 47.6744 8.4222 47.9368
7.4402 47.9178 8.4388 48.1802
7.4569 48.1657 8.4555 48.4281
7.4736 48.4130 8.4721 48.6754
7.4901 48.6634 8.4886 48.9258
7.5068 48.9138 8.5054 49.1762
7.5235 49.1596 8.5220 49.4220
7.5401 49.3970 8.5387 49.6594
7.5568 49.6380 8.5553 49.9003
7.5734 49.8816 8.5720 50.1439
7.5900 50.1292 8.5886 50.3916
7.6066 50.3794 8.6051 50.6418
7.6228 50.6297 8.6214 50.8921
7.6390 50.8801 8.6376 51.1424
7.6554 51.1301 8.6539 51.3925
7.6716 51.3804 8.6702 51.6428
7.6878 51.6305 8.6863 51.8928
7.7038 51.8805 8.7023 52.1429
7.7196 52.1306 8.7182 52.3929
7.7353 52.3807 8.7338 52.6431
7.7512 52.6309 8.7497 52.8933
7.7670 52.8813 8.7655 53.1437
7.7826 53.1316 8.7812 53.3940
7.7979 53.3817 8.7965 53.6441
7.8134 53.6318 8.8120 53.8942
7.8283 53.8823 8.8269 54.1446
7.8429 54.1327 8.8415 54.3950
7.8571 54.3832 8.8557 54.6455
7.8712 54.6334 8.8698 54.8958
7.8850 54.8837 8.8836 55.1460
7.8988 55.1338 8.8974 55.3962
7.9124 55.3839 8.9109 55.6463
7.9260 55.6340 8.9245 55.8964
7.9394 55.8843 8.9379 56.1466
7.9527 56.1347 8.9513 56.3971
7.9662 56.3850 8.9648 56.6474
7.9795 56.6352 8.9781 56.8976
7.9931 56.8853 8.9916 57.1477
8.0065 57.1358 9.0051 57.3982
8.0202 57.3865 9.0188 57.6488
8.0336 57.6367 9.0322 57.8991
8.0470 57.8871 9.0455 58.1495
8.0604 58.1377 9.0590 58.4000
8.0738 58.3881 9.0723 58.6505
8.0868 58.6382 9.0854 58.9005
8.1001 58.8885 9.0987 59.1509
8.1132 59.1385 9.1118 59.4009
8.1262 59.3889 9.1247 59.6513
8.1390 59.6393 9.1376 59.9017
8.1520 59.8894 9.1506 60.1518
8.1648 60.1395 9.1633 60.4018
8.1778 60.3895 9.1764 60.6518
8.1909 60.6398 9.1894 60.9022
8.2039 60.8904 9.2025 61.1528
8.2168 61.1407 9.2154 61.4031
8.2296 61.3912 9.2282 61.6536
8.2423 61.6417 9.2409 61.9041
8.2549 61.8920 9.2534 62.1544
8.2673 62.1422 9.2658 62.4045
8.2798 62.3927 9.2784 62.6551
8.2922 62.6430 9.2907 62.9054
8.3047 62.8931 9.3032 63.1555
8.3172 63.1437 9.3158 63.4061
8.3297 63.3938 9.3282 63.6562
8.3420 63.6439 9.3406 63.9063
8.3548 63.8943 9.3534 64.1567
8.3673 64.1448 9.3659 64.4072
8.3800 64.3948 9.3786 64.6572
8.3925 64.6455 9.3911 64.9079
8.4046 64.8958 9.4032 65.1581
8.4168 65.1460 9.4153 65.4083
8.4288 65.3961 9.4274 65.6585
8.4409 65.6462 9.4395 65.9086
8.4531 65.8968 9.4517 66.1592
8.4654 66.1470 9.4639 66.4093
8.4777 66.3976 9.4762 66.6600
8.4900 66.6478 9.4885 66.9101
8.5022 66.8978 9.5008 67.1602
8.5146 67.1484 9.5131 67.4107
8.5267 67.3984 9.5252 67.6608
8.5387 67.6488 9.5373 67.9112
8.5509 67.8994 9.5495 68.1618
8.5630 68.1496 9.5616 68.4119
8.5750 68.3996 9.5736 68.6620
8.5872 68.6498 9.5858 68.9122
8.5990 68.9003 9.5976 69.1627
8.6112 69.1509 9.6097 69.4133
8.6230 69.4015 9.6216 69.6638
8.6349 69.6519 9.6335 69.9142
8.6470 69.9025 9.6456 70.1649
8.6588 70.1527 9.6574 70.4151
8.6708 70.4030 9.6694 70.6654
8.6829 70.6531 9.6814 70.9155
8.6949 70.9038 9.6934 71.1661
8.7071 71.1539 9.7056 71.4163
8.7192 71.4046 9.7177 71.6670
8.7312 71.6548 9.7297 71.9172
8.7432 71.9048 9.7418 72.1672
8.7552 72.1551 9.7538 72.4174
8.7672 72.4055 9.7657 72.6678
8.7789 72.6561 9.7775 72.9185
8.7907 72.9066 9.7893 73.1690
8.8022 73.1571 9.8008 73.4195
8.8138 73.4076 9.8124 73.6700
8.8254 73.6578 9.8239 73.9202
8.8373 73.9081 9.8358 74.1704
8.8493 74.1585 9.8478 74.4208
8.8612 74.4086 9.8598 74.6710
8.8733 74.6593 9.8719 74.9217
8.8852 74.9093 9.8838 75.1717
8.8973 75.1595 9.8959 75.4219
8.9092 75.4097 9.9078 75.6720
8.9212 75.6600 9.9198 75.9223
8.9329 75.9100 9.9314 76.1724
8.9446 76.1607 9.9432 76.4231
8.9562 76.4109 9.9547 76.6733
8.9680 76.6613 9.9665 76.9236
8.9799 76.9114 9.9784 77.1738
8.9920 77.1619 9.9905 77.4243
9.0038 77.4119 10.0024 77.6743
9.0159 77.6622 10.0144 77.9245
9.0278 77.9128 10.0264 78.1752
9.0397 78.1630 10.0382 78.4254
9.0518 78.4134 10.0504 78.6758
9.0636 78.6636 10.0622 78.9260
9.0755 78.9138 10.0741 79.1762
9.0869 79.1642 10.0854 79.4266
9.0986 79.4149 10.0972 79.6773
9.1102 79.6653 10.1087 79.9277
9.1218 79.9154 10.1203 80.1778
9.1333 80.1660 10.1319 80.4283
9.1451 80.4160 10.1437 80.6784
9.1570 80.6667 10.1556 80.9291
9.1688 80.9172 10.1674 81.1796
9.1806 81.1678 10.1792 81.4301
9.1890 81.3401 10.1876 81.6024
