"Disp (mm)" "Load (kN)"  "d (raw)" " f (raw)"
0.6071 2.5767  2.16 3.39
0.6238 2.6949  2.18 3.51
0.6404 2.8112  2.2 3.62
0.6571 2.9307  2.21 3.74
0.6738 3.0510  2.23 3.86
0.6905 3.1756  2.25 3.99
0.7071 3.3004  2.26 4.11
0.7238 3.4311  2.28 4.24
0.7404 3.5601  2.3 4.37
0.7571 3.6918  2.31 4.5
0.7737 3.8254  2.33 4.64
0.7904 3.9592  2.35 4.77
0.8071 4.0956  2.36 4.91
0.8238 4.2346  2.38 5.05
0.8404 4.3769  2.4 5.19
0.8571 4.5237  2.41 5.33
0.8738 4.6707  2.43 5.48
0.8904 4.8189  2.45 5.63
0.9071 4.9696  2.46 5.78
0.9238 5.1196  2.48 5.93
0.9404 5.2713  2.5 6.08
0.9572 5.4236  2.51 6.23
0.9738 5.5753  2.53 6.39
0.9905 5.7296  2.55 6.54
1.0071 5.8841  2.56 6.7
1.0238 6.0418  2.58 6.85
1.0404 6.2005  2.6 7.01
1.0571 6.3605  2.61 7.17
1.0737 6.5218  2.63 7.33
1.0905 6.6853  2.65 7.5
1.1071 6.8474  2.66 7.66
1.1238 7.0128  2.68 7.82
1.1404 7.1797  2.7 7.99
1.1571 7.3505  2.71 8.16
1.1737 7.5339  2.73 8.34
1.1904 7.7252  2.75 8.54
1.2070 7.9217  2.76 8.73
1.2238 8.1246  2.78 8.94
1.2405 8.3277  2.8 9.14
1.2572 8.5451  2.81 9.36
1.2738 8.7669  2.83 9.58
1.2904 8.9887  2.85 9.8
1.3071 9.2134  2.86 10.02
1.3238 9.4441  2.88 10.26
1.3404 9.6819  2.9 10.49
1.3571 9.9301  2.91 10.74
1.3736 10.1801  2.93 10.99
1.3898 10.4302  2.95 11.24
1.4055 10.6803  2.96 11.49
1.4211 10.9308  2.98 11.74
1.4364 11.1810  2.99 11.99
1.4514 11.4314  3.01 12.24
1.4666 11.6817  3.02 12.49
1.4814 11.9322  3.04 12.74
1.4961 12.1823  3.05 12.99
1.5105 12.4328  3.07 13.24
1.5245 12.6833  3.08 13.49
1.5377 12.9336  3.09 13.74
1.5496 13.1837  3.11 13.99
1.5608 13.4342  3.12 14.25
1.5714 13.6843  3.13 14.5
1.5815 13.9346  3.14 14.75
1.5914 14.1850  3.15 15
1.6014 14.4356  3.16 15.25
1.6111 14.6864  3.17 15.5
1.6206 14.9369  3.18 15.75
1.6299 15.1876  3.19 16
1.6392 15.4378  3.2 16.25
1.6485 15.6879  3.2 16.5
1.6574 15.9383  3.21 16.75
1.6662 16.1888  3.22 17
1.6746 16.4394  3.23 17.25
1.6829 16.6902  3.24 17.5
1.6911 16.9406  3.25 17.75
1.6990 17.1914  3.25 18
1.7068 17.4424  3.26 18.25
1.7142 17.6931  3.27 18.5
1.7216 17.9434  3.28 18.75
1.7288 18.1937  3.28 19
1.7359 18.4437  3.29 19.25
1.7429 18.6938  3.3 19.5
1.7496 18.9447  3.31 19.76
1.7562 19.1961  3.31 20.01
1.7626 19.4468  3.32 20.26
1.7690 19.6972  3.32 20.51
1.7751 19.9476  3.33 20.76
1.7812 20.1982  3.34 21.01
1.7871 20.4490  3.34 21.26
1.7927 20.6992  3.35 21.51
1.7983 20.9496  3.35 21.76
1.8039 21.2005  3.36 22.01
1.8093 21.4518  3.37 22.26
1.8147 21.7031  3.37 22.51
1.8201 21.9538  3.38 22.76
1.8254 22.2045  3.38 23.02
1.8307 22.4554  3.39 23.27
1.8359 22.7068  3.39 23.52
1.8411 22.9568  3.4 23.77
1.8462 23.2083  3.4 24.02
1.8512 23.4593  3.41 24.27
1.8561 23.7101  3.41 24.52
1.8611 23.9612  3.42 24.77
1.8660 24.2113  3.42 25.02
1.8709 24.4616  3.43 25.27
1.8757 24.7132  3.43 25.52
1.8805 24.9635  3.44 25.77
1.8853 25.2150  3.44 26.03
1.8900 25.4663  3.45 26.28
1.8946 25.7179  3.45 26.53
1.8993 25.9685  3.46 26.78
1.9040 26.2199  3.46 27.03
1.9085 26.4702  3.46 27.28
1.9131 26.7209  3.47 27.53
1.9177 26.9713  3.47 27.78
1.9223 27.2220  3.48 28.03
1.9268 27.4733  3.48 28.28
1.9313 27.7246  3.49 28.54
1.9357 27.9747  3.49 28.79
1.9402 28.2253  3.5 29.04
1.9446 28.4767  3.5 29.29
1.9489 28.7281  3.5 29.54
1.9533 28.9790  3.51 29.79
1.9577 29.2309  3.51 30.04
1.9621 29.4815  3.52 30.29
1.9664 29.7315  3.52 30.54
1.9707 29.9835  3.53 30.79
1.9749 30.2340  3.53 31.05
1.9792 30.4854  3.54 31.3
1.9835 30.7371  3.54 31.55
1.9878 30.9875  3.54 31.8
1.9920 31.2379  3.55 32.05
1.9962 31.4894  3.55 32.3
2.0004 31.7402  3.56 32.55
2.0047 31.9905  3.56 32.8
2.0089 32.2417  3.56 33.05
2.0130 32.4929  3.57 33.3
2.0172 32.7429  3.57 33.55
2.0214 32.9931  3.58 33.8
2.0255 33.2439  3.58 34.05
2.0297 33.4945  3.59 34.31
2.0338 33.7453  3.59 34.56
2.0380 33.9964  3.59 34.81
2.0421 34.2482  3.6 35.06
2.0463 34.4991  3.6 35.31
2.0504 34.7493  3.61 35.56
2.0546 34.9993  3.61 35.81
2.0588 35.2502  3.61 36.06
2.0628 35.5013  3.62 36.31
2.0670 35.7516  3.62 36.56
2.0710 36.0019  3.63 36.81
2.0752 36.2535  3.63 37.06
2.0792 36.5050  3.64 37.32
2.0833 36.7560  3.64 37.57
2.0874 37.0061  3.64 37.82
2.0914 37.2566  3.65 38.07
2.0954 37.5076  3.65 38.32
2.0995 37.7596  3.66 38.57
2.1036 38.0112  3.66 38.82
2.1076 38.2613  3.66 39.07
2.1116 38.5125  3.67 39.32
2.1156 38.7631  3.67 39.57
2.1196 39.0131  3.68 39.82
2.1236 39.2639  3.68 40.07
2.1276 39.5145  3.68 40.33
2.1317 39.7659  3.69 40.58
2.1358 40.0171  3.69 40.83
2.1399 40.2683  3.7 41.08
2.1440 40.5183  3.7 41.33
2.1482 40.7690  3.7 41.58
2.1522 41.0195  3.71 41.83
2.1564 41.2712  3.71 42.08
2.1605 41.5217  3.72 42.33
2.1646 41.7718  3.72 42.58
2.1687 42.0229  3.72 42.83
2.1728 42.2731  3.73 43.08
2.1769 42.5240  3.73 43.34
2.1811 42.7743  3.74 43.59
2.1854 43.0254  3.74 43.84
2.1896 43.2766  3.75 44.09
2.1938 43.5268  3.75 44.34
2.1980 43.7772  3.75 44.59
2.2022 44.0285  3.76 44.84
2.2049 44.1907  3.76 45
2.2049 44.1927  3.76 45
2.1936 43.9415  3.75 44.75
2.1887 43.6911  3.74 44.5
2.1852 43.4405  3.74 44.25
2.1816 43.1896  3.74 44
2.1782 42.9387  3.73 43.75
2.1751 42.6881  3.73 43.5
2.1723 42.4374  3.73 43.25
2.1694 42.1868  3.73 43
2.1665 41.9352  3.72 42.75
2.1636 41.6832  3.72 42.49
2.1606 41.4325  3.72 42.24
2.1576 41.1802  3.71 41.99
2.1546 40.9286  3.71 41.74
2.1516 40.6775  3.71 41.49
2.1486 40.4251  3.7 41.24
2.1456 40.1739  3.7 40.98
2.1424 39.9222  3.7 40.73
2.1393 39.6711  3.7 40.48
2.1362 39.4200  3.69 40.23
2.1330 39.1688  3.69 39.98
2.1299 38.9188  3.69 39.73
2.1268 38.6666  3.68 39.48
2.1236 38.4151  3.68 39.23
2.1205 38.1644  3.68 38.98
2.1172 37.9121  3.67 38.72
2.1140 37.6599  3.67 38.47
2.1108 37.4098  3.67 38.22
2.1075 37.1595  3.66 37.97
2.1043 36.9071  3.66 37.72
2.1010 36.6563  3.66 37.47
2.0976 36.4052  3.65 37.22
2.0942 36.1545  3.65 36.97
2.0909 35.9032  3.65 36.71
2.0875 35.6508  3.64 36.46
2.0842 35.3990  3.64 36.21
2.0808 35.1468  3.64 35.96
2.0773 34.8960  3.63 35.71
2.0739 34.6452  3.63 35.46
2.0704 34.3930  3.63 35.2
2.0670 34.1419  3.62 34.95
2.0636 33.8915  3.62 34.7
2.0600 33.6403  3.62 34.45
2.0565 33.3892  3.61 34.2
2.0529 33.1386  3.61 33.95
2.0494 32.8873  3.61 33.7
2.0458 32.6358  3.6 33.45
2.0422 32.3850  3.6 33.2
2.0386 32.1336  3.59 32.94
2.0350 31.8830  3.59 32.69
2.0314 31.6316  3.59 32.44
2.0278 31.3815  3.58 32.19
2.0242 31.1299  3.58 31.94
2.0205 30.8788  3.58 31.69
2.0168 30.6275  3.57 31.44
2.0131 30.3769  3.57 31.19
2.0094 30.1255  3.57 30.94
2.0056 29.8742  3.56 30.69
2.0019 29.6242  3.56 30.44
1.9980 29.3734  3.55 30.18
1.9942 29.1212  3.55 29.93
1.9904 28.8703  3.55 29.68
1.9866 28.6187  3.54 29.43
1.9827 28.3670  3.54 29.18
1.9787 28.1160  3.53 28.93
1.9747 27.8652  3.53 28.68
1.9707 27.6140  3.53 28.43
1.9667 27.3629  3.52 28.17
1.9627 27.1112  3.52 27.92
1.9586 26.8599  3.51 27.67
1.9544 26.6083  3.51 27.42
1.9504 26.3580  3.51 27.17
1.9462 26.1066  3.5 26.92
1.9422 25.8547  3.5 26.67
1.9380 25.6046  3.49 26.42
1.9338 25.3528  3.49 26.16
1.9297 25.1028  3.49 25.91
1.9254 24.8515  3.48 25.66
1.9212 24.6015  3.48 25.41
1.9168 24.3496  3.47 25.16
1.9124 24.0994  3.47 24.91
1.9080 23.8475  3.46 24.66
1.9037 23.5959  3.46 24.41
1.8993 23.3449  3.46 24.16
1.8948 23.0934  3.45 23.9
1.8902 22.8431  3.45 23.65
1.8856 22.5915  3.44 23.4
1.8810 22.3404  3.44 23.15
1.8761 22.0890  3.43 22.9
1.8712 21.8378  3.43 22.65
1.8664 21.5878  3.42 22.4
1.8614 21.3368  3.42 22.15
1.8564 21.0852  3.41 21.9
1.8514 20.8351  3.41 21.65
1.8462 20.5843  3.4 21.4
1.8410 20.3340  3.4 21.15
1.8355 20.0829  3.39 20.89
1.8300 19.8323  3.39 20.64
1.8243 19.5820  3.38 20.39
1.8186 19.3308  3.37 20.14
1.8127 19.0796  3.37 19.89
1.8066 18.8284  3.36 19.64
1.8004 18.5779  3.36 19.39
1.7938 18.3269  3.35 19.14
1.7871 18.0760  3.34 18.89
1.7802 17.8258  3.34 18.64
1.7731 17.5750  3.33 18.39
1.7660 17.3239  3.32 18.13
1.7587 17.0731  3.31 17.88
1.7512 16.8228  3.31 17.63
1.7434 16.5720  3.3 17.38
1.7354 16.3210  3.29 17.13
1.7272 16.0701  3.28 16.88
1.7188 15.8196  3.27 16.63
1.7103 15.5687  3.27 16.38
1.7015 15.3185  3.26 16.13
1.6923 15.0677  3.25 15.88
1.6831 14.8177  3.24 15.63
1.6735 14.5669  3.23 15.38
1.6639 14.3164  3.22 15.13
1.6540 14.0662  3.21 14.88
1.6439 13.8160  3.2 14.63
1.6336 13.5655  3.19 14.38
1.6232 13.3151  3.18 14.13
1.6125 13.0644  3.17 13.88
1.6009 12.8142  3.16 13.63
1.5879 12.5639  3.14 13.37
1.5737 12.3137  3.13 13.12
1.5593 12.0633  3.12 12.87
1.5446 11.8129  3.1 12.62
1.5298 11.5625  3.09 12.37
1.5146 11.3125  3.07 12.12
1.4990 11.0625  3.05 11.87
1.4833 10.8121  3.04 11.62
1.4670 10.5619  3.02 11.37
1.4505 10.3113  3.01 11.12
1.4338 10.0633  2.99 10.87
1.4171 9.8198  2.97 10.63
1.4005 9.5814  2.96 10.39
1.3838 9.3499  2.94 10.16
1.3671 9.1271  2.92 9.94
1.3504 8.9078  2.91 9.72
1.3338 8.6912  2.89 9.5
1.3171 8.4802  2.87 9.29
1.3004 8.2657  2.86 9.08
1.2838 8.0582  2.84 8.87
1.2671 7.8590  2.82 8.67
1.2504 7.6653  2.81 8.48
1.2338 7.4792  2.79 8.29
1.2171 7.3047  2.77 8.12
1.2004 7.1409  2.76 7.95
1.1838 6.9822  2.74 7.79
1.1671 6.8226  2.72 7.63
1.1505 6.6662  2.71 7.48
1.1338 6.5111  2.69 7.32
1.1172 6.3550  2.67 7.17
1.1004 6.2012  2.66 7.01
1.0838 6.0470  2.64 6.86
1.0671 5.8945  2.62 6.71
1.0505 5.7467  2.61 6.56
1.0338 5.5968  2.59 6.41
1.0172 5.4497  2.57 6.26
1.0004 5.3030  2.56 6.11
0.9838 5.1565  2.54 5.97
0.9671 5.0129  2.52 5.82
0.9505 4.8694  2.51 5.68
0.9338 4.7254  2.49 5.54
0.9171 4.5840  2.47 5.4
0.9005 4.4427  2.46 5.25
0.8838 4.3031  2.44 5.11
0.8671 4.1677  2.42 4.98
0.8505 4.0368  2.41 4.85
0.8338 3.9092  2.39 4.72
0.8171 3.7821  2.37 4.59
0.8004 3.6551  2.36 4.47
0.7838 3.5315  2.34 4.34
0.7672 3.4081  2.32 4.22
0.7505 3.2858  2.31 4.1
0.7338 3.1657  2.29 3.98
0.7172 3.0458  2.27 3.86
0.7004 2.9288  2.26 3.74
0.6838 2.8152  2.24 3.63
0.6671 2.7005  2.22 3.51
0.6505 2.5917  2.21 3.4
0.6338 2.4828  2.19 3.29
0.6172 2.3748  2.17 3.19
0.6004 2.2705  2.16 3.08
0.5838 2.1688  2.14 2.98
0.5671 2.0689  2.12 2.88
0.5505 1.9729  2.11 2.78
0.5338 1.8765  2.09 2.69
0.5172 1.7835  2.07 2.59
0.5004 1.6930  2.06 2.5
0.4838 1.6048  2.04 2.42
0.4671 1.5233  2.02 2.33
0.4505 1.4434  2.01 2.25
0.4338 1.3637  1.99 2.17
0.4171 1.2857  1.97 2.1
0.4004 1.2071  1.96 2.02
0.3838 1.1334  1.94 1.94
0.3671 1.0637  1.92 1.87
0.3505 0.9959  1.91 1.81
0.3338 0.9324  1.89 1.74
0.3171 0.8687  1.87 1.68
0.3004 0.8054  1.86 1.62
0.2838 0.7455  1.84 1.56
0.2671 0.6836  1.82 1.49
0.2504 0.6224  1.81 1.43
0.2338 0.5621  1.79 1.37
0.2171 0.5017  1.77 1.31
0.2004 0.4410  1.76 1.25
0.1838 0.3819  1.74 1.19
0.1671 0.3230  1.72 1.13
0.1504 0.2641  1.71 1.08
0.1338 0.2068  1.69 1.02
0.1289 0.1889  1.68 1
0.1288 0.1888  1.68 1
0.1448 0.2023  1.7 1.01
0.1621 0.2631  1.72 1.07
0.1789 0.3304  1.73 1.14
0.1955 0.3971  1.75 1.21
0.2122 0.4630  1.77 1.27
0.2288 0.5293  1.78 1.34
0.2456 0.5948  1.8 1.41
0.2622 0.6604  1.82 1.47
0.2789 0.7269  1.83 1.54
0.2955 0.7923  1.85 1.6
0.3122 0.8588  1.87 1.67
0.3288 0.9252  1.88 1.74
0.3455 0.9940  1.9 1.81
0.3622 1.0668  1.92 1.88
0.3788 1.1418  1.93 1.95
0.3955 1.2176  1.95 2.03
0.4123 1.3014  1.97 2.11
0.4289 1.3844  1.98 2.2
0.4456 1.4683  2 2.28
0.4622 1.5530  2.02 2.36
0.4788 1.6402  2.03 2.45
0.4955 1.7336  2.05 2.54
0.5122 1.8320  2.07 2.64
0.5288 1.9302  2.08 2.74
0.5456 2.0339  2.1 2.84
0.5622 2.1366  2.12 2.95
0.5789 2.2426  2.13 3.05
0.5955 2.3518  2.15 3.16
0.6122 2.4642  2.17 3.28
0.6289 2.5777  2.18 3.39
0.6456 2.6935  2.2 3.5
0.6622 2.8107  2.22 3.62
0.6789 2.9313  2.23 3.74
0.6956 3.0527  2.25 3.86
0.7122 3.1767  2.27 3.99
0.7289 3.3034  2.28 4.11
0.7456 3.4305  2.3 4.24
0.7622 3.5601  2.32 4.37
0.7789 3.6914  2.33 4.5
0.7955 3.8228  2.35 4.63
0.8122 3.9589  2.37 4.77
0.8289 4.0946  2.38 4.91
0.8455 4.2322  2.4 5.04
0.8622 4.3774  2.42 5.19
0.8789 4.5229  2.43 5.33
0.8955 4.6694  2.45 5.48
0.9122 4.8202  2.47 5.63
0.9288 4.9692  2.48 5.78
0.9455 5.1195  2.5 5.93
0.9622 5.2709  2.52 6.08
0.9789 5.4199  2.53 6.23
0.9956 5.5744  2.55 6.39
1.0122 5.7292  2.57 6.54
1.0289 5.8843  2.58 6.7
1.0455 6.0423  2.6 6.85
1.0622 6.2002  2.62 7.01
1.0789 6.3601  2.63 7.17
1.0956 6.5213  2.65 7.33
1.1122 6.6823  2.67 7.49
1.1289 6.8462  2.68 7.66
1.1456 7.0094  2.7 7.82
1.1622 7.1757  2.72 7.99
1.1788 7.3494  2.73 8.16
1.1955 7.5303  2.75 8.34
1.2122 7.7205  2.77 8.53
1.2289 7.9164  2.78 8.73
1.2456 8.1151  2.8 8.93
1.2622 8.3216  2.82 9.13
1.2789 8.5376  2.83 9.35
1.2956 8.7558  2.85 9.57
1.3122 8.9792  2.87 9.79
1.3289 9.2050  2.88 10.02
1.3456 9.4380  2.9 10.25
1.3622 9.6788  2.92 10.49
1.3789 9.9256  2.93 10.74
1.3953 10.1757  2.95 10.99
1.4114 10.4259  2.97 11.24
1.4273 10.6761  2.98 11.49
1.4428 10.9265  3 11.74
1.4581 11.1769  3.01 11.99
1.4734 11.4273  3.03 12.24
1.4884 11.6776  3.04 12.49
1.5030 11.9279  3.06 12.74
1.5176 12.1779  3.07 12.99
1.5318 12.4280  3.09 13.24
1.5457 12.6784  3.1 13.49
1.5593 12.9290  3.12 13.74
1.5713 13.1794  3.13 13.99
1.5822 13.4295  3.14 14.24
1.5927 13.6798  3.15 14.49
1.6030 13.9306  3.16 14.74
1.6131 14.1807  3.17 14.99
1.6228 14.4311  3.18 15.24
1.6325 14.6818  3.19 15.49
1.6422 14.9323  3.2 15.74
1.6516 15.1824  3.21 15.99
1.6608 15.4327  3.22 16.24
1.6699 15.6834  3.23 16.49
1.6786 15.9343  3.23 16.75
1.6874 16.1844  3.24 17
1.6958 16.4353  3.25 17.25
1.7040 16.6856  3.26 17.5
1.7119 16.9360  3.27 17.75
1.7196 17.1862  3.28 18
1.7273 17.4368  3.28 18.25
1.7348 17.6876  3.29 18.5
1.7421 17.9386  3.3 18.75
1.7493 18.1895  3.31 19
1.7562 18.4405  3.31 19.25
1.7630 18.6909  3.32 19.5
1.7697 18.9415  3.33 19.75
1.7763 19.1921  3.33 20
1.7828 19.4434  3.34 20.25
1.7889 19.6940  3.34 20.51
1.7948 19.9451  3.35 20.76
1.8006 20.1957  3.36 21.01
1.8063 20.4459  3.36 21.26
1.8118 20.6967  3.37 21.51
1.8174 20.9477  3.37 21.76
1.8229 21.1985  3.38 22.01
1.8284 21.4495  3.38 22.26
1.8337 21.6999  3.39 22.51
1.8390 21.9502  3.39 22.76
1.8442 22.2017  3.4 23.01
1.8494 22.4529  3.41 23.26
1.8544 22.7036  3.41 23.51
1.8595 22.9551  3.42 23.77
1.8646 23.2065  3.42 24.02
1.8696 23.4576  3.43 24.27
1.8745 23.7088  3.43 24.52
1.8794 23.9590  3.44 24.77
1.8842 24.2092  3.44 25.02
1.8890 24.4608  3.44 25.27
1.8938 24.7125  3.45 25.52
1.8985 24.9627  3.45 25.77
1.9032 25.2132  3.46 26.02
1.9079 25.4642  3.46 26.28
1.9125 25.7149  3.47 26.53
1.9172 25.9660  3.47 26.78
1.9218 26.2167  3.48 27.03
1.9264 26.4681  3.48 27.28
1.9309 26.7189  3.49 27.53
1.9354 26.9696  3.49 27.78
1.9399 27.2209  3.5 28.03
1.9443 27.4710  3.5 28.28
1.9487 27.7230  3.5 28.53
1.9531 27.9737  3.51 28.78
1.9575 28.2252  3.51 29.04
1.9620 28.4757  3.52 29.29
1.9663 28.7258  3.52 29.54
1.9706 28.9761  3.53 29.79
1.9748 29.2263  3.53 30.04
1.9792 29.4771  3.54 30.29
1.9834 29.7275  3.54 30.54
1.9877 29.9785  3.54 30.79
1.9919 30.2299  3.55 31.04
1.9961 30.4813  3.55 31.29
2.0004 30.7330  3.56 31.54
2.0047 30.9838  3.56 31.79
2.0089 31.2341  3.56 32.05
2.0130 31.4852  3.57 32.3
2.0172 31.7357  3.57 32.55
2.0214 31.9871  3.58 32.8
2.0255 32.2390  3.58 33.05
2.0296 32.4896  3.59 33.3
2.0338 32.7404  3.59 33.55
2.0379 32.9915  3.59 33.8
2.0421 33.2431  3.6 34.05
2.0462 33.4936  3.6 34.3
2.0504 33.7455  3.61 34.56
2.0545 33.9963  3.61 34.81
2.0586 34.2481  3.61 35.06
2.0628 34.4995  3.62 35.31
2.0668 34.7499  3.62 35.56
2.0709 35.0009  3.63 35.81
2.0750 35.2522  3.63 36.06
2.0791 35.5040  3.63 36.32
2.0831 35.7543  3.64 36.57
2.0871 36.0049  3.64 36.82
2.0912 36.2563  3.65 37.07
2.0952 36.5070  3.65 37.32
2.0992 36.7578  3.66 37.57
2.1032 37.0088  3.66 37.82
2.1072 37.2600  3.66 38.07
2.1112 37.5103  3.67 38.32
2.1152 37.7611  3.67 38.57
2.1192 38.0122  3.68 38.82
2.1231 38.2634  3.68 39.07
2.1271 38.5135  3.68 39.32
2.1310 38.7639  3.69 39.57
2.1351 39.0150  3.69 39.83
2.1391 39.2652  3.7 40.08
2.1432 39.5165  3.7 40.33
2.1472 39.7673  3.7 40.58
2.1512 40.0175  3.71 40.83
2.1553 40.2694  3.71 41.08
2.1594 40.5196  3.72 41.33
2.1634 40.7704  3.72 41.58
2.1675 41.0205  3.72 41.83
2.1715 41.2705  3.73 42.08
2.1756 41.5206  3.73 42.33
2.1797 41.7716  3.74 42.58
2.1839 42.0231  3.74 42.83
2.1880 42.2735  3.74 43.08
2.1921 42.5235  3.75 43.33
2.1962 42.7737  3.75 43.58
2.2004 43.0246  3.76 43.84
2.2046 43.2762  3.76 44.09
2.2088 43.5269  3.76 44.34
2.2129 43.7783  3.77 44.59
2.2170 44.0289  3.77 44.84
2.2197 44.1898  3.78 45
2.2198 44.1918  3.78 45
2.2082 43.9405  3.76 44.75
2.2036 43.6894  3.76 44.5
2.1999 43.4375  3.76 44.25
2.1963 43.1860  3.75 44
2.1930 42.9344  3.75 43.75
2.1900 42.6839  3.75 43.49
2.1871 42.4333  3.74 43.24
2.1842 42.1816  3.74 42.99
2.1813 41.9296  3.74 42.74
2.1783 41.6768  3.73 42.49
2.1753 41.4259  3.73 42.24
2.1723 41.1738  3.73 41.98
2.1694 40.9235  3.73 41.73
2.1664 40.6711  3.72 41.48
2.1634 40.4208  3.72 41.23
2.1604 40.1700  3.72 40.98
2.1573 39.9198  3.71 40.73
2.1542 39.6682  3.71 40.48
2.1511 39.4177  3.71 40.23
2.1480 39.1660  3.7 39.98
2.1449 38.9151  3.7 39.73
2.1418 38.6644  3.7 39.48
2.1386 38.4128  3.69 39.22
2.1353 38.1603  3.69 38.97
2.1322 37.9101  3.69 38.72
2.1290 37.6598  3.68 38.47
2.1258 37.4083  3.68 38.22
2.1226 37.1565  3.68 37.97
2.1193 36.9063  3.68 37.72
2.1160 36.6563  3.67 37.47
2.1127 36.4060  3.67 37.22
2.1094 36.1550  3.67 36.97
2.1061 35.9050  3.66 36.72
2.1028 35.6545  3.66 36.47
2.0994 35.4026  3.66 36.21
2.0959 35.1508  3.65 35.96
2.0925 34.9003  3.65 35.71
2.0891 34.6481  3.65 35.46
2.0857 34.3965  3.64 35.21
2.0823 34.1455  3.64 34.96
2.0788 33.8933  3.63 34.7
2.0753 33.6430  3.63 34.45
2.0718 33.3927  3.63 34.2
2.0684 33.1408  3.62 33.95
2.0648 32.8894  3.62 33.7
2.0613 32.6389  3.62 33.45
2.0577 32.3875  3.61 33.2
2.0541 32.1353  3.61 32.95
2.0504 31.8836  3.61 32.69
2.0468 31.6320  3.6 32.44
2.0432 31.3809  3.6 32.19
2.0396 31.1303  3.6 31.94
2.0359 30.8796  3.59 31.69
2.0322 30.6282  3.59 31.44
2.0286 30.3777  3.58 31.19
2.0249 30.1264  3.58 30.94
2.0211 29.8764  3.58 30.69
2.0173 29.6248  3.57 30.44
2.0136 29.3731  3.57 30.18
2.0098 29.1228  3.57 29.93
2.0060 28.8713  3.56 29.68
2.0021 28.6211  3.56 29.43
1.9981 28.3694  3.55 29.18
1.9942 28.1182  3.55 28.93
1.9903 27.8662  3.55 28.68
1.9864 27.6150  3.54 28.43
1.9824 27.3645  3.54 28.18
1.9784 27.1130  3.53 27.92
1.9743 26.8624  3.53 27.67
1.9702 26.6117  3.53 27.42
1.9662 26.3615  3.52 27.17
1.9620 26.1098  3.52 26.92
1.9578 25.8587  3.51 26.67
1.9536 25.6086  3.51 26.42
1.9494 25.3575  3.51 26.17
1.9452 25.1063  3.5 25.92
1.9411 24.8562  3.5 25.67
1.9368 24.6055  3.49 25.42
1.9325 24.3542  3.49 25.17
1.9282 24.1031  3.48 24.91
1.9238 23.8518  3.48 24.66
1.9194 23.6007  3.48 24.41
1.9149 23.3494  3.47 24.16
1.9104 23.0979  3.47 23.91
1.9058 22.8462  3.46 23.66
1.9013 22.5952  3.46 23.41
1.8967 22.3438  3.45 23.15
1.8920 22.0936  3.45 22.9
1.8872 21.8421  3.44 22.65
1.8824 21.5916  3.44 22.4
1.8774 21.3405  3.43 22.15
1.8724 21.0890  3.43 21.9
1.8673 20.8380  3.42 21.65
1.8622 20.5880  3.42 21.4
1.8570 20.3374  3.41 21.15
1.8518 20.0867  3.41 20.9
1.8464 19.8354  3.4 20.65
1.8410 19.5853  3.4 20.4
1.8352 19.3346  3.39 20.15
1.8294 19.0843  3.39 19.9
1.8234 18.8331  3.38 19.64
1.8172 18.5825  3.37 19.39
1.8110 18.3321  3.37 19.14
1.8044 18.0814  3.36 18.89
1.7976 17.8312  3.35 18.64
1.7906 17.5802  3.35 18.39
1.7834 17.3301  3.34 18.14
1.7760 17.0799  3.33 17.89
1.7686 16.8288  3.32 17.64
1.7610 16.5784  3.32 17.39
1.7531 16.3283  3.31 17.14
1.7449 16.0777  3.3 16.89
1.7364 15.8272  3.29 16.64
1.7278 15.5769  3.28 16.39
1.7192 15.3261  3.28 16.14
1.7104 15.0756  3.27 15.89
1.7013 14.8256  3.26 15.64
1.6918 14.5752  3.25 15.39
1.6822 14.3245  3.24 15.14
1.6724 14.0741  3.23 14.89
1.6624 13.8239  3.22 14.63
1.6522 13.5738  3.21 14.38
1.6417 13.3237  3.2 14.13
1.6309 13.0730  3.19 13.88
1.6195 12.8224  3.18 13.63
1.6065 12.5718  3.16 13.38
1.5923 12.3214  3.15 13.13
1.5781 12.0714  3.13 12.88
1.5636 11.8209  3.12 12.63
1.5487 11.5706  3.1 12.38
1.5338 11.3201  3.09 12.13
1.5185 11.0696  3.07 11.88
1.5028 10.8192  3.06 11.63
1.4869 10.5688  3.04 11.38
1.4704 10.3183  3.03 11.13
1.4538 10.0695  3.01 10.88
1.4370 9.8225  2.99 10.63
1.4204 9.5846  2.98 10.4
1.4037 9.3503  2.96 10.16
1.3871 9.1242  2.94 9.94
1.3704 8.9064  2.93 9.72
1.3537 8.6883  2.91 9.5
1.3370 8.4742  2.89 9.29
1.3204 8.2646  2.88 9.08
1.3037 8.0549  2.86 8.87
1.2871 7.8581  2.84 8.67
1.2704 7.6661  2.83 8.48
1.2538 7.4802  2.81 8.29
1.2370 7.3088  2.79 8.12
1.2204 7.1454  2.78 7.96
1.2037 6.9831  2.76 7.79
1.1870 6.8255  2.74 7.64
1.1704 6.6682  2.73 7.48
1.1537 6.5136  2.71 7.32
1.1370 6.3598  2.69 7.17
1.1204 6.2046  2.68 7.02
1.1037 6.0534  2.66 6.86
1.0870 5.9006  2.64 6.71
1.0704 5.7499  2.63 6.56
1.0537 5.6014  2.61 6.41
1.0370 5.4527  2.59 6.26
1.0204 5.3066  2.58 6.12
1.0037 5.1622  2.56 5.97
0.9870 5.0163  2.54 5.83
0.9704 4.8747  2.53 5.69
