   
   
   
"Disp (mm)" "Load (kN)" " d (raw)" "f (raw)"
1.6202 2.6472 1.6202 2.9585
1.6368 2.6936 1.6368 3.0049
1.6535 2.7402 1.6535 3.0515
1.6702 2.7862 1.6702 3.0975
1.6869 2.8329 1.6869 3.1442
1.7035 2.8790 1.7035 3.1903
1.7201 2.9248 1.7201 3.2361
1.7368 2.9728 1.7368 3.2841
1.7535 3.0203 1.7535 3.3317
1.7702 3.0682 1.7702 3.3795
1.7869 3.1174 1.7869 3.4287
1.8035 3.1645 1.8035 3.4758
1.8202 3.2126 1.8202 3.5239
1.8368 3.2608 1.8368 3.5721
1.8535 3.3091 1.8535 3.6204
1.8701 3.3582 1.8701 3.6695
1.8868 3.4072 1.8868 3.7186
1.9035 3.4550 1.9035 3.7663
1.9202 3.5052 1.9202 3.8166
1.9368 3.5537 1.9368 3.8650
1.9535 3.6019 1.9535 3.9132
1.9702 3.6502 1.9702 3.9616
1.9868 3.6977 1.9868 4.0090
2.0034 3.7484 2.0034 4.0598
2.0202 3.8009 2.0202 4.1122
2.0368 3.8545 2.0368 4.1658
2.0535 3.9116 2.0535 4.2229
2.0702 3.9688 2.0702 4.2801
2.0869 4.0286 2.0869 4.3399
2.1035 4.0865 2.1035 4.3978
2.1202 4.1451 2.1202 4.4564
2.1368 4.2036 2.1368 4.5149
2.1535 4.2636 2.1535 4.5749
2.1701 4.3231 2.1701 4.6344
2.1869 4.3841 2.1869 4.6954
2.2035 4.4426 2.2035 4.7539
2.2201 4.5026 2.2201 4.8140
2.2368 4.5636 2.2368 4.8749
2.2535 4.6241 2.2535 4.9354
2.2701 4.6844 2.2701 4.9957
2.2717 4.6887 2.2717 5.0000
2.2717 4.6888 2.2717 5.0001
2.2559 4.6446 2.2559 4.9559
2.2385 4.5380 2.2385 4.8493
2.2218 4.4296 2.2218 4.7409
2.2051 4.3289 2.2051 4.6402
2.1884 4.2327 2.1884 4.5440
2.1717 4.1374 2.1717 4.4487
2.1551 4.0471 2.1551 4.3585
2.1384 3.9582 2.1384 4.2695
2.1217 3.8703 2.1217 4.1816
2.1050 3.7867 2.1050 4.0980
2.0884 3.7076 2.0884 4.0189
2.0717 3.6350 2.0717 3.9463
2.0550 3.5632 2.0550 3.8745
2.0384 3.4941 2.0384 3.8054
2.0217 3.4268 2.0217 3.7381
2.0050 3.3594 2.0050 3.6708
1.9884 3.2954 1.9884 3.6067
1.9717 3.2323 1.9717 3.5436
1.9551 3.1699 1.9551 3.4812
1.9384 3.1081 1.9384 3.4194
1.9217 3.0472 1.9217 3.3585
1.9050 2.9864 1.9050 3.2977
1.8883 2.9274 1.8883 3.2387
1.8717 2.8717 1.8717 3.1830
1.8551 2.8187 1.8551 3.1300
1.8384 2.7668 1.8384 3.0781
1.8217 2.7156 1.8217 3.0269
1.8050 2.6643 1.8050 2.9756
1.7883 2.6144 1.7883 2.9258
1.7717 2.5634 1.7717 2.8747
1.7550 2.5124 1.7550 2.8237
1.7384 2.4641 1.7384 2.7754
1.7218 2.4153 1.7218 2.7266
1.7050 2.3685 1.7050 2.6798
1.6884 2.3211 1.6884 2.6325
1.6717 2.2743 1.6717 2.5856
1.6550 2.2282 1.6550 2.5395
1.6384 2.1814 1.6384 2.4927
1.6217 2.1350 1.6217 2.4463
1.6050 2.0904 1.6050 2.4018
1.5884 2.0446 1.5884 2.3559
1.5717 2.0003 1.5717 2.3117
1.5550 1.9561 1.5550 2.2674
1.5384 1.9118 1.5384 2.2231
1.5217 1.8696 1.5217 2.1809
1.5050 1.8264 1.5050 2.1377
1.4884 1.7849 1.4884 2.0962
1.4717 1.7430 1.4717 2.0543
1.4550 1.7005 1.4550 2.0118
1.4384 1.6598 1.4384 1.9711
1.4217 1.6189 1.4217 1.9303
1.4051 1.5772 1.4051 1.8885
1.3884 1.5368 1.3884 1.8481
1.3717 1.4974 1.3717 1.8088
1.3550 1.4576 1.3550 1.7689
1.3384 1.4195 1.3384 1.7308
1.3217 1.3812 1.3217 1.6925
1.3051 1.3439 1.3051 1.6553
1.2884 1.3060 1.2884 1.6174
1.2717 1.2679 1.2717 1.5792
1.2550 1.2292 1.2550 1.5406
1.2384 1.1928 1.2384 1.5041
1.2216 1.1555 1.2216 1.4668
1.2050 1.1205 1.2050 1.4318
1.1884 1.0848 1.1884 1.3962
1.1717 1.0502 1.1717 1.3615
1.1550 1.0170 1.1550 1.3283
1.1384 0.9843 1.1384 1.2956
1.1217 0.9519 1.1217 1.2633
1.1050 0.9198 1.1050 1.2312
1.0884 0.8864 1.0884 1.1978
1.0717 0.8552 1.0717 1.1665
1.0550 0.8247 1.0550 1.1360
1.0384 0.7934 1.0384 1.1048
1.0217 0.7623 1.0217 1.0736
1.0051 0.7319 1.0051 1.0432
0.9883 0.7004 0.9883 1.0117
0.9717 0.6698 0.9717 0.9811
0.9550 0.6392 0.9550 0.9505
0.9384 0.6090 0.9384 0.9203
0.9217 0.5789 0.9217 0.8903
0.9051 0.5500 0.9051 0.8613
0.8883 0.5204 0.8883 0.8317
0.8717 0.4924 0.8717 0.8037
0.8550 0.4639 0.8550 0.7752
0.8384 0.4367 0.8384 0.7481
0.8217 0.4100 0.8217 0.7213
0.8050 0.3852 0.8050 0.6965
0.7884 0.3605 0.7884 0.6719
0.7717 0.3363 0.7717 0.6476
0.7550 0.3135 0.7550 0.6248
0.7384 0.2947 0.7384 0.6060
0.7217 0.2740 0.7217 0.5853
0.7050 0.2558 0.7050 0.5671
0.6884 0.2369 0.6884 0.5483
0.6717 0.2184 0.6717 0.5297
0.6550 0.2006 0.6550 0.5119
0.6384 0.1829 0.6384 0.4942
0.6217 0.1645 0.6217 0.4758
0.6050 0.1478 0.6050 0.4591
0.5883 0.1302 0.5883 0.4415
0.5717 0.1137 0.5717 0.4250
0.5550 0.0957 0.5550 0.4070
0.5384 0.0789 0.5384 0.3902
0.5217 0.0628 0.5217 0.3741
0.5050 0.0457 0.5050 0.3570
0.4883 0.0299 0.4883 0.3412
0.4717 0.0159 0.4717 0.3273
0.4550 0.0032 0.4550 0.3145
0.4384 0.0018 0.4384 0.3131
0.4217 0.0015 0.4217 0.3128
0.4050 0.0016 0.4050 0.3129
0.3883 0.0015 0.3883 0.3129
0.3717 0.0017 0.3717 0.3130
0.3550 0.0016 0.3550 0.3130
0.3384 0.0013 0.3384 0.3126
0.3217 0.0016 0.3217 0.3129
0.3050 0.0014 0.3050 0.3127
0.2883 0.0009 0.2883 0.3122
0.2717 0.0005 0.2717 0.3118
0.2550 0.0011 0.2550 0.3124
0.2384 0.0003 0.2384 0.3116
0.2217 0.0004 0.2217 0.3117
0.2050 0.0003 0.2050 0.3116
0.1884 -0.0005 0.1884 0.3108
0.1717 0.0001 0.1717 0.3114
0.1550 -0.0007 0.1550 0.3106
0.1383 -0.0031 0.1383 0.3082
0.1217 -0.0131 0.1217 0.2982
0.1050 -0.0282 0.1050 0.2832
0.0884 -0.0424 0.0884 0.2689
0.0717 -0.0551 0.0717 0.2562
0.0550 -0.0695 0.0550 0.2418
0.0384 -0.0847 0.0384 0.2266
0.0217 -0.0992 0.0217 0.2122
0.0050 -0.1144 0.0050 0.1969
-0.0116 -0.1281 -0.0116 0.1832
-0.0283 -0.1423 -0.0283 0.1690
-0.0449 -0.1576 -0.0449 0.1537
-0.0616 -0.1704 -0.0616 0.1410
-0.0783 -0.1845 -0.0783 0.1268
-0.0950 -0.1982 -0.0950 0.1131
-0.1116 -0.2106 -0.1116 0.1007
-0.1125 -0.2114 -0.1125 0.0999
-0.1126 -0.2114 -0.1126 0.0999
-0.1126 -0.2115 -0.1126 0.0998
-0.0966 -0.2018 -0.0966 0.1095
-0.0794 -0.1780 -0.0794 0.1333
-0.0626 -0.1544 -0.0626 0.1569
-0.0459 -0.1328 -0.0459 0.1785
-0.0293 -0.1117 -0.0293 0.1996
-0.0126 -0.0907 -0.0126 0.2206
0.0040 -0.0703 0.0040 0.2411
0.0208 -0.0510 0.0208 0.2603
0.0374 -0.0324 0.0374 0.2789
0.0541 -0.0151 0.0541 0.2963
0.0708 -0.0048 0.0708 0.3066
0.0874 0.0001 0.0874 0.3114
0.1041 0.0018 0.1041 0.3132
0.1207 0.0015 0.1207 0.3129
0.1374 0.0016 0.1374 0.3129
0.1542 0.0014 0.1542 0.3127
0.1708 0.0013 0.1708 0.3127
0.1874 0.0023 0.1874 0.3136
0.2041 0.0039 0.2041 0.3152
0.2208 0.0027 0.2208 0.3140
0.2374 0.0031 0.2374 0.3144
0.2540 0.0025 0.2540 0.3138
0.2707 0.0031 0.2707 0.3144
0.2874 0.0030 0.2874 0.3144
0.3041 0.0027 0.3041 0.3141
0.3208 0.0031 0.3208 0.3144
0.3374 0.0038 0.3374 0.3151
0.3541 0.0040 0.3541 0.3153
0.3707 0.0117 0.3707 0.3230
0.3874 0.0290 0.3874 0.3404
0.4040 0.0463 0.4040 0.3576
0.4208 0.0641 0.4208 0.3754
0.4374 0.0834 0.4374 0.3947
0.4541 0.1022 0.4541 0.4136
0.4708 0.1217 0.4708 0.4330
0.4874 0.1404 0.4874 0.4517
0.5041 0.1605 0.5041 0.4718
0.5208 0.1798 0.5208 0.4911
0.5374 0.2007 0.5374 0.5120
0.5541 0.2215 0.5541 0.5328
0.5708 0.2414 0.5708 0.5528
0.5874 0.2621 0.5874 0.5734
0.6041 0.2844 0.6041 0.5957
0.6208 0.3052 0.6208 0.6165
0.6374 0.3271 0.6374 0.6385
0.6540 0.3517 0.6540 0.6631
0.6708 0.3787 0.6708 0.6901
0.6874 0.4061 0.6874 0.7174
0.7042 0.4344 0.7042 0.7457
0.7208 0.4664 0.7208 0.7777
0.7374 0.4984 0.7374 0.8097
0.7541 0.5307 0.7541 0.8420
0.7708 0.5631 0.7708 0.8745
0.7874 0.5961 0.7874 0.9074
0.8041 0.6286 0.8041 0.9399
0.8207 0.6622 0.8207 0.9735
0.8375 0.6959 0.8375 1.0072
0.8541 0.7294 0.8541 1.0407
0.8708 0.7631 0.8708 1.0744
0.8874 0.7985 0.8874 1.1098
0.9041 0.8330 0.9041 1.1443
0.9207 0.8685 0.9207 1.1799
0.9374 0.9041 0.9374 1.2154
0.9540 0.9382 0.9540 1.2495
0.9708 0.9745 0.9708 1.2859
0.9874 1.0097 0.9874 1.3211
1.0041 1.0468 1.0041 1.3581
1.0208 1.0834 1.0208 1.3947
1.0374 1.1198 1.0374 1.4311
1.0540 1.1570 1.0540 1.4683
1.0708 1.1952 1.0708 1.5065
1.0874 1.2338 1.0874 1.5451
1.1041 1.2727 1.1041 1.5840
1.1208 1.3112 1.1208 1.6225
1.1375 1.3510 1.1375 1.6623
1.1541 1.3923 1.1541 1.7037
1.1708 1.4329 1.1708 1.7442
1.1874 1.4742 1.1874 1.7855
1.2041 1.5154 1.2041 1.8267
1.2207 1.5563 1.2207 1.8676
1.2375 1.5990 1.2375 1.9103
1.2541 1.6405 1.2541 1.9518
1.2708 1.6822 1.2708 1.9935
1.2874 1.7245 1.2874 2.0358
1.3041 1.7663 1.3041 2.0776
1.3208 1.8071 1.3208 2.1185
1.3374 1.8488 1.3374 2.1601
1.3540 1.8913 1.3540 2.2026
1.3708 1.9344 1.3708 2.2457
1.3874 1.9769 1.3874 2.2882
1.4041 2.0203 1.4041 2.3317
1.4208 2.0643 1.4208 2.3756
1.4374 2.1077 1.4374 2.4190
1.4541 2.1515 1.4541 2.4629
1.4708 2.1956 1.4708 2.5069
1.4874 2.2389 1.4874 2.5502
1.5041 2.2836 1.5041 2.5949
1.5208 2.3282 1.5208 2.6395
1.5375 2.3720 1.5375 2.6834
1.5541 2.4179 1.5541 2.7292
1.5708 2.4627 1.5708 2.7740
1.5874 2.5085 1.5874 2.8199
1.6041 2.5543 1.6041 2.8656
1.6207 2.5996 1.6207 2.9109
1.6374 2.6456 1.6374 2.9570
1.6541 2.6922 1.6541 3.0035
1.6708 2.7383 1.6708 3.0496
1.6874 2.7844 1.6874 3.0958
1.7041 2.8311 1.7041 3.1424
1.7207 2.8780 1.7207 3.1893
1.7374 2.9255 1.7374 3.2368
1.7540 2.9725 1.7540 3.2838
1.7708 3.0200 1.7708 3.3313
1.7875 3.0688 1.7875 3.3801
1.8041 3.1151 1.8041 3.4264
1.8208 3.1634 1.8208 3.4747
1.8375 3.2120 1.8375 3.5234
1.8541 3.2594 1.8541 3.5707
1.8707 3.3089 1.8707 3.6202
1.8874 3.3573 1.8874 3.6686
1.9041 3.4062 1.9041 3.7175
1.9208 3.4556 1.9208 3.7669
1.9374 3.5035 1.9374 3.8148
1.9541 3.5524 1.9541 3.8638
1.9708 3.5996 1.9708 3.9109
1.9874 3.6484 1.9874 3.9597
2.0040 3.6972 2.0040 4.0085
2.0208 3.7480 2.0208 4.0593
2.0374 3.8030 2.0374 4.1144
2.0541 3.8611 2.0541 4.1724
2.0708 3.9196 2.0708 4.2309
2.0875 3.9793 2.0875 4.2906
2.1041 4.0380 2.1041 4.3493
2.1208 4.0969 2.1208 4.4082
2.1374 4.1562 2.1374 4.4675
2.1541 4.2158 2.1541 4.5271
2.1708 4.2761 2.1708 4.5874
2.1875 4.3376 2.1875 4.6489
2.2041 4.3981 2.2041 4.7094
2.2207 4.4595 2.2207 4.7708
2.2374 4.5207 2.2374 4.8320
2.2541 4.5820 2.2541 4.8934
2.2707 4.6425 2.2707 4.9538
2.2874 4.7029 2.2874 5.0142
2.3041 4.7615 2.3041 5.0728
2.3208 4.8211 2.3208 5.1324
2.3374 4.8807 2.3374 5.1920
2.3541 4.9397 2.3541 5.2510
2.3708 4.9993 2.3708 5.3106
2.3874 5.0591 2.3874 5.3705
2.4040 5.1179 2.4040 5.4292
2.4208 5.1784 2.4208 5.4897
2.4374 5.2375 2.4374 5.5489
2.4541 5.2971 2.4541 5.6084
2.4708 5.3565 2.4708 5.6678
2.4875 5.4146 2.4875 5.7259
2.5041 5.4745 2.5041 5.7859
2.5208 5.5342 2.5208 5.8455
2.5374 5.5942 2.5374 5.9055
2.5541 5.6557 2.5541 5.9670
2.5707 5.7149 2.5707 6.0263
2.5874 5.7757 2.5874 6.0871
2.6041 5.8361 2.6041 6.1474
2.6208 5.8968 2.6208 6.2081
2.6374 5.9571 2.6374 6.2684
2.6541 6.0198 2.6541 6.3311
2.6707 6.0847 2.6707 6.3961
2.6874 6.1545 2.6874 6.4658
2.7041 6.2258 2.7041 6.5371
2.7208 6.2970 2.7208 6.6084
2.7374 6.3709 2.7374 6.6823
2.7542 6.4431 2.7542 6.7544
2.7708 6.5151 2.7708 6.8264
2.7874 6.5881 2.7874 6.8994
2.8040 6.6595 2.8040 6.9708
2.8208 6.7319 2.8208 7.0432
2.8342 6.4709 2.8342 6.7823
2.8509 6.2816 2.8509 6.5929
2.8676 6.3440 2.8676 6.6553
2.8842 6.4177 2.8842 6.7291
2.9008 6.4924 2.9008 6.8038
2.9175 6.5684 2.9175 6.8797
2.9342 6.6444 2.9342 6.9558
2.9508 6.7191 2.9508 7.0304
2.9675 6.7957 2.9675 7.1070
2.9842 6.8704 2.9842 7.1817
3.0009 6.9449 3.0009 7.2562
3.0176 7.0196 3.0176 7.3309
3.0342 7.0940 3.0342 7.4053
3.0508 7.1713 3.0508 7.4826
3.0675 7.2472 3.0675 7.5585
3.0842 7.3214 3.0842 7.6327
3.1009 7.3957 3.1009 7.7071
3.1176 7.4706 3.1176 7.7819
3.1342 7.5460 3.1342 7.8573
3.1508 7.6218 3.1508 7.9331
3.1675 7.6973 3.1675 8.0087
3.1842 7.7739 3.1842 8.0852
3.2009 7.8506 3.2009 8.1619
3.2175 7.9249 3.2175 8.2362
3.2342 7.9986 3.2342 8.3099
3.2509 8.0729 3.2509 8.3842
3.2676 8.1482 3.2676 8.4595
3.2842 8.2249 3.2842 8.5362
3.3009 8.2991 3.3009 8.6104
3.3175 8.3738 3.3175 8.6851
3.3342 8.4489 3.3342 8.7602
3.3508 8.5235 3.3508 8.8349
3.3675 8.6016 3.3675 8.9129
3.3842 8.6786 3.3842 8.9899
3.4009 8.7550 3.4009 9.0663
3.4175 8.8324 3.4175 9.1437
3.4342 8.9081 3.4342 9.2195
3.4508 8.9850 3.4508 9.2964
3.4675 9.0607 3.4675 9.3720
3.4842 9.1343 3.4842 9.4456
3.5008 9.2094 3.5008 9.5208
3.5175 9.2727 3.5175 9.5840
3.5342 9.3505 3.5342 9.6618
3.5508 9.4327 3.5508 9.7440
3.5676 9.5105 3.5676 9.8218
3.5842 9.5889 3.5842 9.9002
3.6009 9.6679 3.6009 9.9792
3.6175 9.7470 3.6175 10.0584
3.6342 9.8263 3.6342 10.1376
3.6508 9.9052 3.6508 10.2165
3.6676 9.9838 3.6676 10.2951
3.6842 10.0640 3.6842 10.3753
3.7009 10.1446 3.7009 10.4559
3.7175 10.2277 3.7175 10.5390
3.7342 10.3133 3.7342 10.6246
3.7508 10.3969 3.7508 10.7082
3.7675 10.4828 3.7675 10.7941
3.7842 10.5677 3.7842 10.8790
3.8009 10.6512 3.8009 10.9626
3.8175 10.7331 3.8175 11.0444
3.8342 10.8170 3.8342 11.1283
3.8508 10.9008 3.8508 11.2122
3.8675 10.9850 3.8675 11.2963
3.8842 11.0672 3.8842 11.3785
3.9008 11.1522 3.9008 11.4635
3.9175 11.2372 3.9175 11.5485
3.9342 11.3233 3.9342 11.6346
3.9508 11.4067 3.9508 11.7180
3.9676 11.4929 3.9676 11.8042
3.9842 11.5749 3.9842 11.8863
4.0008 11.6586 4.0008 11.9700
4.0175 11.7431 4.0175 12.0545
4.0342 11.8313 4.0342 12.1426
4.0508 11.9169 4.0508 12.2282
4.0676 12.0019 4.0676 12.3132
4.0842 12.0863 4.0842 12.3976
4.1009 12.1735 4.1009 12.4848
4.1175 12.2564 4.1175 12.5677
4.1342 12.3397 4.1342 12.6510
4.1508 12.3870 4.1508 12.6984
4.1675 12.4699 4.1675 12.7812
4.1842 12.5571 4.1842 12.8684
4.2009 12.6443 4.2009 12.9556
4.2175 12.7292 4.2175 13.0405
4.2342 12.8151 4.2342 13.1264
4.2508 12.8975 4.2508 13.2088
4.2675 12.9812 4.2675 13.2925
4.2842 13.0631 4.2842 13.3744
4.3008 13.1433 4.3008 13.4547
4.3175 13.2236 4.3175 13.5349
4.3342 13.3077 4.3342 13.6190
4.3508 13.3902 4.3508 13.7015
4.3675 13.4752 4.3675 13.7865
4.3842 13.5583 4.3842 13.8696
4.4009 13.6416 4.4009 13.9529
4.4175 13.7273 4.4175 14.0386
4.4342 13.8249 4.4342 14.1363
4.4508 13.9741 4.4508 14.2854
4.4676 14.1505 4.4676 14.4619
4.4842 14.3311 4.4842 14.6424
4.5008 14.5248 4.5008 14.8361
4.5175 14.7169 4.5175 15.0282
4.5342 14.9275 4.5342 15.2388
4.5508 15.1439 4.5508 15.4552
4.5675 15.3587 4.5675 15.6700
4.5841 15.5750 4.5841 15.8863
4.6009 15.7962 4.6009 16.1075
4.6176 16.0149 4.6176 16.3262
4.6342 16.2375 4.6342 16.5488
4.6508 16.4587 4.6508 16.7700
4.6675 16.6836 4.6675 16.9949
4.6842 16.9153 4.6842 17.2266
4.7008 17.1503 4.7008 17.4616
4.7175 17.3908 4.7175 17.7021
4.7342 17.6409 4.7342 17.9522
4.7509 17.8883 4.7509 18.1996
4.7674 18.1385 4.7674 18.4498
4.7838 18.3887 4.7838 18.7000
4.8000 18.6388 4.8000 18.9501
4.8154 18.8891 4.8154 19.2004
4.8307 19.1392 4.8307 19.4505
4.8458 19.3895 4.8458 19.7008
4.8605 19.6396 4.8605 19.9509
4.8752 19.8896 4.8752 20.2010
4.8896 20.1402 4.8896 20.4515
4.9040 20.3902 4.9040 20.7015
4.9182 20.6407 4.9182 20.9520
4.9322 20.8910 4.9322 21.2023
4.9456 21.1415 4.9456 21.4528
4.9588 21.3918 4.9588 21.7032
4.9717 21.6422 4.9717 21.9535
4.9845 21.8927 4.9845 22.2040
4.9972 22.1430 4.9972 22.4543
5.0098 22.3934 5.0098 22.7047
5.0226 22.6438 5.0226 22.9551
5.0353 22.8940 5.0353 23.2053
5.0477 23.1444 5.0477 23.4557
5.0604 23.3950 5.0604 23.7063
5.0729 23.6450 5.0729 23.9564
5.0854 23.8957 5.0854 24.2071
5.0978 24.1459 5.0978 24.4572
5.1101 24.3961 5.1101 24.7074
5.1225 24.6464 5.1225 24.9577
5.1347 24.8970 5.1347 25.2083
5.1471 25.1475 5.1471 25.4588
5.1596 25.3980 5.1596 25.7093
5.1722 25.6482 5.1722 25.9596
5.1845 25.8985 5.1845 26.2098
5.1971 26.1486 5.1971 26.4599
5.2094 26.3988 5.2094 26.7101
5.2217 26.6492 5.2217 26.9605
5.2341 26.8992 5.2341 27.2105
5.2464 27.1494 5.2464 27.4607
5.2590 27.3998 5.2590 27.7112
5.2713 27.6499 5.2713 27.9612
5.2838 27.9005 5.2838 28.2118
5.2964 28.1510 5.2964 28.4623
5.3089 28.4011 5.3089 28.7124
5.3214 28.6513 5.3214 28.9626
5.3337 28.9013 5.3337 29.2126
5.3461 29.1518 5.3461 29.4631
5.3585 29.4024 5.3585 29.7137
5.3706 29.6528 5.3706 29.9641
5.3830 29.9031 5.3830 30.2144
5.3953 30.1532 5.3953 30.4646
5.4077 30.4033 5.4077 30.7146
5.4200 30.6537 5.4200 30.9650
5.4326 30.9040 5.4326 31.2153
5.4450 31.1546 5.4450 31.4659
5.4574 31.4047 5.4574 31.7160
5.4698 31.6548 5.4698 31.9661
5.4824 31.9050 5.4824 32.2164
5.4948 32.1551 5.4948 32.4664
5.5072 32.4055 5.5072 32.7168
5.5198 32.6561 5.5198 32.9675
5.5322 32.9062 5.5322 33.2175
5.5444 33.1564 5.5444 33.4677
5.5569 33.4067 5.5569 33.7180
5.5693 33.6572 5.5693 33.9685
5.5817 33.9074 5.5817 34.2187
5.5940 34.1576 5.5940 34.4689
5.6064 34.4082 5.6064 34.7195
5.6187 34.6584 5.6187 34.9697
5.6309 34.9089 5.6309 35.2202
5.6432 35.1595 5.6432 35.4708
5.6555 35.4098 5.6555 35.7212
5.6678 35.6604 5.6678 35.9717
5.6802 35.9107 5.6802 36.2220
5.6926 36.1608 5.6926 36.4722
5.7051 36.4111 5.7051 36.7224
5.7174 36.6617 5.7174 36.9730
5.7296 36.9118 5.7296 37.2232
5.7421 37.1620 5.7421 37.4733
5.7544 37.4120 5.7544 37.7233
5.7667 37.6624 5.7667 37.9737
5.7790 37.9128 5.7790 38.2241
5.7914 38.1631 5.7914 38.4744
5.8036 38.4132 5.8036 38.7245
5.8158 38.6637 5.8158 38.9750
5.8282 38.9139 5.8282 39.2252
5.8405 39.1639 5.8405 39.4753
5.8528 39.4141 5.8528 39.7254
5.8652 39.6643 5.8652 39.9756
5.8775 39.9147 5.8775 40.2260
5.8898 40.1651 5.8898 40.4764
5.9022 40.4155 5.9022 40.7268
5.9147 40.6655 5.9147 40.9769
5.9270 40.9157 5.9270 41.2270
5.9393 41.1663 5.9393 41.4776
5.9517 41.4169 5.9517 41.7282
5.9639 41.6674 5.9639 41.9787
5.9764 41.9176 5.9764 42.2289
5.9888 42.1681 5.9888 42.4794
6.0012 42.4184 6.0012 42.7297
6.0136 42.6689 6.0136 42.9802
6.0260 42.9190 6.0260 43.2303
6.0384 43.1693 6.0384 43.4806
6.0508 43.4198 6.0508 43.7311
6.0634 43.6703 6.0634 43.9816
6.0761 43.9208 6.0761 44.2321
6.0886 44.1713 6.0886 44.4826
6.1012 44.4219 6.1012 44.7332
6.1138 44.6726 6.1138 44.9839
6.1262 44.9229 6.1262 45.2343
6.1387 45.1731 6.1387 45.4844
6.1512 45.4231 6.1512 45.7345
6.1637 45.6734 6.1637 45.9847
6.1763 45.9238 6.1763 46.2351
6.1888 46.1744 6.1888 46.4857
6.2014 46.4249 6.2014 46.7362
6.2138 46.6753 6.2138 46.9866
6.2263 46.9257 6.2263 47.2370
6.2388 47.1760 6.2388 47.4873
6.2517 47.4265 6.2517 47.7379
6.2644 47.6771 6.2644 47.9884
6.2770 47.9272 6.2770 48.2385
6.2896 48.1774 6.2896 48.4888
6.3025 48.4276 6.3025 48.7389
6.3151 48.6779 6.3151 48.9892
6.3280 48.9283 6.3280 49.2396
6.3409 49.1786 6.3409 49.4899
6.3537 49.4286 6.3537 49.7399
6.3666 49.6790 6.3666 49.9903
6.3796 49.9293 6.3796 50.2406
6.3925 50.1794 6.3925 50.4907
6.4056 50.4300 6.4056 50.7413
6.4186 50.6801 6.4186 50.9914
6.4315 50.9303 6.4315 51.2416
6.4439 51.1805 6.4439 51.4918
6.4564 51.4309 6.4564 51.7422
6.4691 51.6812 6.4691 51.9925
6.4820 51.9315 6.4820 52.2428
6.4948 52.1818 6.4948 52.4932
6.5078 52.4319 6.5078 52.7432
6.5246 52.5312 6.5246 52.8425
6.5412 52.7434 6.5412 53.0548
6.5538 52.9936 6.5538 53.3050
6.5665 53.2440 6.5665 53.5553
6.5792 53.4942 6.5792 53.8055
6.5920 53.7444 6.5920 54.0558
6.6046 53.9948 6.6046 54.3061
6.6173 54.2448 6.6173 54.5562
6.6300 54.4948 6.6300 54.8062
6.6427 54.7450 6.6427 55.0563
6.6557 54.9955 6.6557 55.3068
6.6686 55.2457 6.6686 55.5570
6.6816 55.4960 6.6816 55.8073
6.6947 55.7465 6.6947 56.0578
6.7077 55.9965 6.7077 56.3078
6.7205 56.2467 6.7205 56.5580
6.7331 56.4973 6.7331 56.8086
6.7458 56.7478 6.7458 57.0591
6.7589 56.9982 6.7589 57.3095
6.7717 57.2484 6.7717 57.5597
6.7844 57.4985 6.7844 57.8099
6.7975 57.7491 6.7975 58.0604
6.8101 57.9991 6.8101 58.3104
6.8230 58.2491 6.8230 58.5605
6.8361 58.4998 6.8361 58.8111
6.8491 58.7501 6.8491 59.0615
6.8623 59.0007 6.8623 59.3120
6.8754 59.2508 6.8754 59.5621
6.8884 59.5011 6.8884 59.8124
6.9016 59.7513 6.9016 60.0626
6.9147 60.0016 6.9147 60.3129
6.9277 60.2519 6.9277 60.5632
6.9407 60.5023 6.9407 60.8137
6.9538 60.7528 6.9538 61.0641
6.9668 61.0034 6.9668 61.3147
6.9801 61.2534 6.9801 61.5647
6.9934 61.5037 6.9934 61.8150
7.0066 61.7543 7.0066 62.0656
7.0201 62.0046 7.0201 62.3159
7.0334 62.2546 7.0334 62.5659
7.0466 62.5049 7.0466 62.8162
7.0600 62.7549 7.0600 63.0662
7.0734 63.0052 7.0734 63.3165
7.0868 63.2555 7.0868 63.5668
7.1004 63.5059 7.1004 63.8173
7.1138 63.7565 7.1138 64.0678
7.1270 64.0068 7.1270 64.3181
7.1404 64.2569 7.1404 64.5683
7.1540 64.5073 7.1540 64.8186
7.1673 64.7575 7.1673 65.0688
7.1812 65.0076 7.1812 65.3189
7.1952 65.2577 7.1952 65.5690
7.2089 65.5077 7.2089 65.8190
7.2228 65.7579 7.2228 66.0692
7.2366 66.0080 7.2366 66.3193
7.2501 66.2586 7.2501 66.5699
7.2637 66.5089 7.2637 66.8203
7.2773 66.7590 7.2773 67.0703
7.2909 67.0093 7.2909 67.3206
7.3046 67.2595 7.3046 67.5708
7.3185 67.5101 7.3185 67.8214
7.3326 67.7603 7.3326 68.0716
7.3467 68.0106 7.3467 68.3219
7.3612 68.2608 7.3612 68.5721
7.3757 68.5113 7.3757 68.8227
7.3899 68.7616 7.3899 69.0729
7.4041 69.0116 7.4041 69.3229
7.4179 69.2619 7.4179 69.5732
7.4323 69.5121 7.4323 69.8234
7.4459 69.7626 7.4459 70.0739
7.4597 70.0132 7.4597 70.3245
7.4740 70.2636 7.4740 70.5749
7.4885 70.5138 7.4885 70.8251
7.5031 70.7641 7.5031 71.0754
7.5104 70.8899 7.5104 71.2012
   
"Disp (mm)" "Load (kN)" "d (raw)" "f (raw)"
